,comment,tokenized_comment,label,predicted_label,marks
53,ปรับปรุงมารยาทพนักงานสิ   รวมๆแล้ว   ก็มารยาท   นึกว่าทำงานห้าง   แล้วไง  สูงส่งเหรอ    บางคนนะ,"['พนักงาน', 'ทำ', 'คน', 'งาน', 'ปรับปรุง', 'มารยาท', 'มารยาท', 'ห้าง', 'นึก', 'เหรอ', 'สิ']",,5,1
54,ใช่งานเยอะมากกะนึง2คน งานเป็น100อย่าง พอลูกค้าเยอะ งานอื่นก็ไม่ได้ทำ กะที่ต่อกะก็หาว่าไม่ทำอะไรอีก เหนื่อยใจกับการบริหารงาน โลตัสเอ็กเพรส ค่าจ้างวันละ300 เเต่ทำงานยังกะค่าจ้างวัน1000เกลียดสุดกะไอตอนที่ มีช่างมาซ่อมอะไรนิดอะไรหน่อย ต้องเเจ้งต้องรายงาน เห้อ ปล่อยๆบ้าก็ได้ เอกสารก็มีกำกับกล้องก็มี,"['ลูกค้า', 'ทำ', 'ทำ', 'ทำ', 'โลตัส', 'คน', 'งาน', 'งาน', 'งาน', 'งาน', 'งาน']",,3,1
55,พนักงาน เหมือนไม่อยากทำงาน หน้างิกกน้างอไม่รับลูกค้า ถามอะไรก้อไม่รู้เรื่อง,"['พนักงาน', 'ลูกค้า', 'ทำ', 'หน้า', 'เหมือน', 'งาน', 'เรื่อง', 'ถาม', 'รู้', 'ก้อ']",,3,0
56,ของมึงไม่ต้องถูกมากก็ได้ เน้นคุณภาพบ้าง ไส้กรอกเน่า แต่ยังไม่หมดอายุงี้อ่ะ (สาขาฟอร์จูน) ขนมปังขึ้นราแล้วยังวางขายอีก (สาขาลาดพร้าว) กีวี่หนอนเข้า กะหล่ำปลีเน่าใน ผักบุ้งเน่าแทรกในมัด (สาขาอ่อนนุช),"['สาขา', 'สาขา', 'ขาย', 'อ่ะ', 'วาง', 'เน่า', 'เน่า', 'เน่า', 'คุณภาพ', 'อายุ', 'งี้']",,15,-1
57,1. งงใบเสร็จครับ อะไรแถม อะไรลด2. ถุงบางไป3. โปรโมชั่นส่วนลดท้ายบิลซับซ้อน ลูกค้าต้องแตกบิล เสียเวลารอคิวจ่ายเงินนาน4. อยากให้ตีเส้นเหลืองหน้าทางเข้า-ออก สาขาพงษ์เพชร เพราะรถชอบจอดขวาง5. ปรับทางเดินรถ จอดยากมากครับ สาขาบางซื่อ,"['สาขา', 'ลูกค้า', 'หน้า', 'เงิน', 'ถุง', 'รถ', 'รถ', 'เวลา', 'จ่าย', 'เดิน', 'ลด']",,8,1
58,สาขาเล็กแถวหลังตลาดบางใหญ่ พนักงานคิดเงินกะกลางคืน ยังกะเมายามาคิดเงิน คำพูดก็กวนตีนลูกค้า,"['พนักงาน', 'สาขา', 'ลูกค้า', 'เงิน', 'เงิน', 'กะ', 'แถว', 'คืน', 'ตีน', 'ตลาด', 'ยา']",,10,0
59,สาขขาประตูน้ำขอนแก่นกับสาขาเสริมไทยคอมเพล็กซ์ อยากให้เลิกคิดเงินเกิน...ตั้งแต่เด็กจนโตอุ๊บอิ๊บตลอด รอบไหนซื้อของเยอะหน่อยแม่งเอาละ แปรงสีฟันเกินซื้อ2ชิ้นในบิลคิดราคา3ชิ้น ไปขอเงินคืนแม่งหน้าเป็นตูดอีก ก็มึงผิดอีดอก มีอีกหลายอย่างที่เกิน เรื่องต่อมาลดราคา ถ้ามันหมดเขตลดแล้วเอาป้ายออกเก็บของเข้าที่ด้วยสัส เดี๋ยวนี้จะหยิบของต้องดูว่าที่มันลดเนี่ยมันหมดเขตรึยัง อันนี้โดนกันเยอะ...สวัสดี...,"['สาขา', 'เงิน', 'เงิน', 'ซื้อ', 'ซื้อ', 'เรื่อง', 'ราคา', 'ลด', 'ราคา', 'ลด', 'ลด']",,14,-1
60,ของป้ายเหลืองพวกผัก เน่าจนไม่รู้จะเน่ายังไง คือทิ้งๆไปก็ได้มั่ง,"['รู้', 'ผัก', 'เน่า', 'เน่า', 'ทิ้ง', 'ป้ายเหลือง']",,0,-1
61,พนักงานพวกหัวหน้าทำตัวเหมือนอวตาลกับชาติมาเกิด😀😀😀เทวดานางฟ้า มาจุติ,"['พนักงาน', 'ทำ', 'เหมือน', 'ตัว', 'หัวหน้า', 'ชาติ']",,3,1
62,พนักงานหน้างอนึกเป็นที่เราอยู่ที่เดียว นี่เป็นทุกสาขาเลยเหรอ 555,"['พนักงาน', 'สาขา', 'เหรอ']",,15,0
63,กลิ่นของห้างค่ะ. ที่สาสขาบางซื่อ. คือ. มันทั้งอาหาร. ความชื้น. ฝุ่น.  แอร์สกปรกๆๆรวมกัน.,"['อาหาร', 'ห้าง', 'กลิ่น', 'ซื่อ', 'ฝุ่น']",,13,1
64,รถเข็นช่วงเติมสินค้า ไม่คิดจะหลบลูกค้าบางเลย ขนาดขอทางหน่อย หันมามองที่ สะพรึงมากกกก กลัว...เลยไม่ซื้อเลย,"['ลูกค้า', 'ซื้อ', 'รถ', 'สินค้า', 'เข็น', 'ขนาด', 'กกก', 'เติม', 'หลบ', 'หัน', 'กลัว']",,11,1
65,พนักงานอย่างเดียวเลย ไปขอใบกำกับภาษี ทำหน้าแบบผัวไม่เยมสชาติกว่า พูดก็ไม่ดี อยากเอายางไปดีดหีเรียงตัว มึงทำงานบริการ มึงมีสิทธิ์อะไรมางี่เง่าใส่ลูกค้าอ่ะ บ้าบอมาก,"['พนักงาน', 'ลูกค้า', 'ทำ', 'หน้า', 'ทำ', 'งาน', 'ดี', 'บริการ', 'ใส่', 'ตัว', 'ใบ']",,3,1
66,เกือบทุกสาขา เวลามีโปรโมชั่นอะไร ไม่รู้ มาถามลูกค้า ว่าลดมั้ย ลดด้วยเหรอ เอิ่ม... แล้วตูจะรู้มั้ยอ่ะ บางทีก็งงๆ กะพนักงาน,"['พนักงาน', 'สาขา', 'ลูกค้า', 'เวลา', 'ลด', 'ลด', 'ถาม', 'รู้', 'รู้', 'กะ', 'อ่ะ']",,3,1
67,โลตัสเอ็กเพรสแย่หน้ายังกะผัวทิ้ง. น่าจับอบรมให้ดีกว่านี้,"['หน้า', 'โลตัส', 'ดี', 'แย่', 'เอ็กเพรส', 'กะ', 'อบรม', 'ผัว', 'ทิ้ง']",,5,-1
68,ช่องจ่ายเยอะ เยอะเกินพนง.ใช่ไหม ไม่ระบุสาขานะ เกือบทุกที่ที่ไปมาเลยค่ะ,"['สาขา', 'จ่าย', 'พนง', 'ช่อง', 'ไหม', 'ระบุ']",,4,1
69,หมูสับในโลตัสเอ็กเพรสบางไปค่ะ บดซะแห้งเกิน ผักช้ำๆ บางอันก็เสียแล้วจริงๆ ทิ้งเถอะค่ะ อย่าป้ายเหลืองเลย,"['โลตัส', 'อย่า', 'ผัก', 'หมู', 'ทิ้ง', 'บด', 'ช้ำ', 'ป้ายเหลือง']",,5,-1
70,โลตัสเอ็กเพลส ไม่สามารถจ่ายบิลค่าไฟได้พร้อมกันได้จ้า ต้องแยกจ่าย,"['โลตัส', 'จ่าย', 'บิล', 'เอ็กเพลส', 'ค่า']",,5,-1
71,หน้าหงิกเป็นตูด ยืนรอจ่ายตังนานมากก น้ำยาล้างห้องน้ำมึงจะใส่รวมกับไก่สดไม่ได้ พอบอกก็ทำหน้าไม่พอใจอีผี ถุงพลาสติกจะบางไปไหน,"['หน้า', 'ทำ', 'หน้า', 'ถุง', 'จ่าย', 'ใส่', 'รอ', 'ห้องน้ำ', 'ยืน', 'สด', 'ตูด']",,12,-1
72,เลิกเข้าโลตัสนานละเกลียดช่องจ่ายเงิน 20 /30ช่องเปิดจริงสลับฟันปลา แค่4ช่อง ทางด่วน4รูมีพนักงานอยู่แค่ 2 และต้องเป็นพนักงานชุดม.ปลาย อีเควี้ยกดผิดกดถูก คิดขาดคิดเกินเบื่อ!!!,"['พนักงาน', 'พนักงาน', 'เงิน', 'โลตัส', 'จ่าย', 'เลิก', 'ช่อง', 'ช่อง', 'ฟัน', 'สลับ', 'ปลา']",,4,1
73,ราคาที่ชั้นวางสินค้า กับราคาตอนคิดเงินที่แคชเชียร์ไม่ตรงกันเจอบ่อยม๊ากกกกกกก....,"['เงิน', 'สินค้า', 'ราคา', 'ราคา', 'ตอน', 'แคชเชียร์', 'วาง', 'ชั้น']",,14,1
74,สันดานพนักงาน โดยเฉพาะ express ควรปรับปรุงอย่างรุนแรง ขอโทษนะลูกค้าไม่ได้ไปแบมือขอฟรี,"['พนักงาน', 'ลูกค้า', 'ปรับปรุง', 'มือ', 'ขอโทษ']",,6,0
75,เวลาผมซื้อเนื้อสัตว์ช่วยเอาที่คีบหรือช้อนหรืออะไรก็ได้มาวางให้ทีอย่าให้กุต้องใช้มือเปล่าๆจับอีกอย่างจะเก็บช้อนกะที่คีบเร็วไปไหนเพิ่งจะ6โมงเย็นเห็นเอาไปล้างแล้ว,"['ซื้อ', 'เวลา', 'ผม', 'กะ', 'อย่า', 'วาง', 'มือ', 'เย็น', 'ล้าง', 'สัตว์']",,0,-1
76,พนักงานสาขาย่อย เขาเรียกเอกซ์เพรสปะ หน้าบูดกวนตีน ถามอะไรไม่ตอบ เป็นหบายสาขาเลย เคยยืนรอให้มันคิดตังให้ ต้องเรียกอะ ขนาดวางของที่เค้าเตอร์แล้ว มัวยืนคุยกับเพื่อน ทั้งๆที่มันก็เห็น,"['พนักงาน', 'สาขา', 'หน้า', 'ถาม', 'รอ', 'ยืน', 'ยืน', 'คุย', 'บูด', 'ตัง', 'วาง']",,7,1
77,พนักงานหน้าเคาเตแจุดบริการลูกค้า​ หน้าตาเมิงไม่พร้อมบริการลูกค้าเลย​ ปากพูดค่ะๆๆๆ​ แต่หน้ามึงพร้อมฆ่ามากกก​ กุไม่ใช่ขอทานนะกุเอาตังมาให้บริษัทมึง​ แล้วอาทิตนึงกุไปโลตัสไม่ต่ำกว่า3วัน​ ให้กุหลับตาเดินยังได้​ แต่เจอหน้าพนักงานแล่วบั่บ... เสียอารม,"['พนักงาน', 'พนักงาน', 'ลูกค้า', 'ลูกค้า', 'หน้า', 'หน้า', 'หน้า', 'โลตัส', 'บริการ', 'บริการ', 'เดิน']",,3,1
78,โลตัส บางกะปิ วันเสาร์อาทิตย์ช่วงที่ลูกค้าเยอะกรุณาช่วยเปิดเคาร์เตอร์ชำระเงินให้เพียงพอกับลูกค้าหน่อย อย่างเคาร์หนึ่งที่ชำระเงินแต่สินค้าไม่เกิน 10ชิ้นมีสามเคาร์เตอร์เปิดแม่งเคาร์เตอร์เดียว ฟรือมีทั้งหมด20เคาร์เตอร์เปิดไม่ถึง10เคาร์เตอร์ พนักงานแคชเชียร์กรุณาช่วยถามบัตรสมาชิกด้วยซื้อของหมดเป็นพันแต่ไม่ตามเลยว่ามีบัตรหรือป่าว สีฟน้าท่าทางก็ต้องเต็มใจบริการด้วยนะ,"['พนักงาน', 'ลูกค้า', 'ลูกค้า', 'เงิน', 'เงิน', 'โลตัส', 'ซื้อ', 'บริการ', 'สินค้า', 'ถาม', 'แคชเชียร์']",,10,-1
79,คูปองกระดาษ ห้าบาทสิบบาท เมมเบอร์ไม่ได้ช่วยอะไร ว่างๆ รบกวนไปดูงานจากท้อปส์บ้างนะ การเป็นเมมเบอร์ คือเป็นเมมเบอร์จริงๆ โลตัสนี่แบบ 😒 คูปองกระดาษส่งทางไปรษณีย์ แล้วจะมีการ์ดไว้ทำอัลไล 😩😩😩😩 มีค่าแค่สแกนก่อนจ่ายตัง โอ้ววววว จ้อด 4.0,"['ทำ', 'โลตัส', 'งาน', 'จ่าย', 'ดู', 'การ์ด', 'ตัง', 'กระดาษ', 'บาท', 'บาท', 'กระดาษ']",,0,-1
80,ของดีค่ะ แต่คิวซื้อของยาวมากแม้พนักงานจะพยายามแล้วผิดที่ลูกค้าค่ะ จะโกยซื้อไปไหนสองสามรถเข็น,"['พนักงาน', 'ลูกค้า', 'ซื้อ', 'ซื้อ', 'รถ', 'ดี', 'เข็น', 'คิว']",,11,0
81,Lotus express  พนง.อะใครดึงหน้าได้นานสุดจะได้ขึ้นเงินเดือนถูกม้ะะะะ เหมือนไปขอฟรีเลย จ่ายตังนะคะจ่ายตัง สติ!!!👎🏽,"['หน้า', 'เงิน', 'เหมือน', 'จ่าย', 'จ่าย', 'พนง', 'เดือน', 'ตัง', 'ตัง', 'ดึง', 'ฟรี']",,4,-1
82,ถุงครับถุง อยากให้ถุงเหนียวเหนียวๆ เวลาใส่ของจะได้ไม่ขาด หลุดร่วงแตก อันนี้ทางห้างต้องแก้ไข อีกอย่างเรื่องป้าย ราคา และป้ายลดราคาเป็นป้ายเหลือง กรุณาเปลี่ยนทุกวันด้วย เวลาลูกค้าหยิบไปยิงตามเสาเพื่อเช็คราคามันไม่ตรงกัน ทำให้ลูกค้ากับแคชเชียร์ต้องมาถกเถียงกัน ลูกค้าก็อยากได้ของถูก ส่วนราคาปรับขึ้นก็ไม่เปลี่ยนป้าย อันนี้คือทางห้างต้องแก้ไขนะครับ ส่วนลูกค้าที่เข้าใช้บริการ ก็ควรจะมีจิตสำนึกของตัวเอง สินค้าที่เขาขาย เราก็อย่าอยากได้เป็นของฟรี อย่างนี้เขาเรียกว่าขโมยนะครับ รถเข็นมีแล้วต้องเอาสินค้าใส่รถเข็นก่อนพอเราชำระเงินเสร็จแล้วเราค่อยเอาใส่ถุงผ้า ที่เรานำไปร่วมรณรงค์กับโลตัส เพื่อให้ได้แต้มสะสมของคลับการ์ด ดังนั้นทางห้าง ก็ต้องแก้ไขปรับปรุง ในส่วนที่ขาดเหลือหรือขาดตกบกพร่อง ส่วนลูกค้า กล่องก็ต้องปรับปรุง เรื่องการจับจ่าย หรือการฉาบฉวยสินค้าเล็กๆน้อยๆ โดนจับมาไม่คุ้มนะครับ,"['ลูกค้า', 'ลูกค้า', 'ลูกค้า', 'ลูกค้า', 'ลูกค้า', 'ทำ', 'เงิน', 'โลตัส', 'ถุง', 'ถุง', 'ถุง']",,14,-1
83,เลิกก๊อปปี้สินค้าแบรนด์ แล้วทำคุณภาพห่วยๆ แม่งเล่นเลย์ซะเหมือนเลย สาดดด,"['ทำ', 'เหมือน', 'สินค้า', 'เลิก', 'แม่ง', 'ห่วย', 'คุณภาพ', 'สาด', 'ดด']",,0,-1
84,พนักงานคิดเงินช้า ไม่ถามบัตรคลับการ์ดกับลูกค้า   สาขา ประชาชื่น,"['พนักงาน', 'สาขา', 'ลูกค้า', 'เงิน', 'ถาม', 'บัตร', 'การ์ด', 'คลับ']",,3,1
85,ไม่จำเป็นไม่อยากเข้า เพราะพนักงานบริการแย่ หน้าเหมือนตูด ยิ้มให้ก็ไม่ยิ้มตอบ พูดจาไม่มีหาเสียง จับกลุ่มเม้าส์ อยากทำอะไรก็ทำไม่สนใจลูกค้า เคาเตอร์มีสาม คนขายมีคนเดียว นอกนั้นยืนเป็นกำลังใจให้เพื่อนมั้ง ระบุสาขาไม่ได้เพราะเป็นทุกที่ที่ไป,"['พนักงาน', 'สาขา', 'ลูกค้า', 'หน้า', 'ทำ', 'ทำ', 'คน', 'คน', 'เหมือน', 'บริการ', 'แย่']",,3,1
86,เปลี่ยนคนดูแลพื้นที่ค่ะมาใหม้ย้าอำนาจไม่ฟังคนอิ่นเอาแต่ความคิดของตัวเองเปนใหญ่ถูกผิดกุไม่สนขอแค่กุถูกคนเดวพอ,"['คน', 'คน', 'คน', 'ตัว', 'กุ', 'พื้นที่', 'ฟัง', 'สน']",,5,1
87,เปิด ยัน ปิด ต้องพร้อมบริการ ไม่ใช่อ้างพนักงานกลับไปแล้ว มารับของวันหลัง...ลูกค้ามาใช้บริการไม่ใช่ว่าจะว่างทุกวัน การแลกของสมนาคุณ พนักงานคุณต้องมีคอยบริการจนปิดห้างนะ ไม่ใช่อ้างกลับบ้านแล้ว และไม่มีใครมายืนจุดนั้นแทนได้ ลูกค้าเสียประโยชน์นะ จำไว้,"['พนักงาน', 'พนักงาน', 'ลูกค้า', 'ลูกค้า', 'บริการ', 'บริการ', 'บริการ', 'ยืน', 'บ้าน', 'ห้าง', 'แลก']",,6,1
88,ฝากถึง สาขาแพร่นะคะตอนเช้าๆเลิกมาทอดโดนัทด้านนอกซะทีเถอะค่ะ กลิ่นเหม็นน้ำมันทอดติดผมเผ้าเสื้อผ้า,"['สาขา', 'ตอน', 'ติด', 'เลิก', 'ผม', 'กลิ่น', 'เหม็น', 'ฝาก', 'เช้า', 'เสื้อผ้า']",,15,-1
89,กำลังอยู่โลตัส เลยแค่เดินเข้าไปได้กลิ่นของสดเหม็นคลุ้งไปทั่ว,"['โลตัส', 'เดิน', 'สด', 'กลิ่น', 'เหม็น', 'คลุ้ง']",,13,1
90,สาขาพระราม 4  และสาขาอื่นๆ เหมือนเป็นโลโก้ของโลตัส คือ พนักงาน จะไม่แคร์โลกใดๆ ไม่ค่อยเต็มใจรับลูกค้าค่ะ และถุงบาง ถุงขาด เป็นเรื่องปกติ แผนกอาหารสด ได้กลิ่น,"['พนักงาน', 'สาขา', 'ลูกค้า', 'โลตัส', 'ถุง', 'ถุง', 'เหมือน', 'เรื่อง', 'อาหาร', 'สด', 'กลิ่น']",,13,1
91,มารยาทพนักงานควรดีกว่านี้🤔เดินผ่านทุกคนมองอย่างกะจะกินหัว ยิ้มสักหน่อยก็ได้มั้งเหอะพ่อคุณแม่คุณ,"['พนักงาน', 'คน', 'ดี', 'เดิน', 'มารยาท', 'กิน', 'หัว', 'สัก', 'มั้ง', 'ยิ้ม', 'เหอะ']",,1,-1
92,นี่เคยโดนตอนเด็กประมาณ ป.3-ป.4 พนง.โลตัสสาขาซ.12พัฒนานิคม เป็นผญ.แกล้งแบบแรงมากๆใช้คำพูดขมขู่ตลอดแบบ เห้ยมาทำไม ใครให้มา ชอบหัวเระเยาะแล้วก็แกล้งหลายๆอย่าง ตอนนั้นจะหยิบใบรายงานพฤติกรรม พนง.คนนั้นบอกจะรายงานใคร! จะทำไรถ้ามึงเขียนเดี๋ยวเจอกู แล้วคือพนง.คนอื่นไม่ช่วยแถมหัวเราะเยาะ ไม่รู้ตอนนี้ออกยังนะ เห็นล่าสุด2-3เดือนที่แล้ว อยากให้อบรมนิสัยสักนิดก่อนรับทำงานค่ะ,"['ทำ', 'คน', 'คน', 'งาน', 'เจอ', 'โดน', 'ตอน', 'ตอน', 'พนง', 'พนง', 'ตอน']",,0,-1
93,ซ้อนถุงให้หน่อยเถอะ ซื้อนมยาปรับผ้านุ่ม ยังเดินไม่พ้นแคชเชียร์เลย ไอ่เขี้ยงถุงขาด,"['ถุง', 'ซื้อ', 'เดิน', 'ซ้อน', 'ผ้า', 'นุ่ม', 'เชียร์', 'ถุงขาด']",,2,-1
94,รถเข็นๆหายากมากตะกร้าพังอีก555ประชาอุทิศ90แต่พนักงานก็โอเครน่ะบริการดี,"['พนักงาน', 'รถ', 'เข็น', 'หา', 'พัง']",,11,1
95,โลตัส รัตนาธิเบศร์ แอร์เหม็นมาก เหม็นสาบหนูสุดๆ ตรงโซนอาหารแห้ง บะหมี่กึ่งสำเร็จรูป เดินผ่านก็รู้เลยมีหนู ตรงโซนข้าวสารอีก,"['เดิน', 'รู้', 'อาหาร', 'เหม็น', 'ข้าว', 'หนู', 'หนู', 'โซน', 'แห้ง', 'โซน']",,0,-1
96,พนักงานพูดจาเหมือนไปขอของมัน ทะเลาะกับผัวรบกวนอยู่บ้านอย่ามาทำงาน,"['พนักงาน', 'ทำ', 'เหมือน', 'งาน', 'บ้าน', 'พูดจา', 'อย่า', 'ผัว', 'ทะเลาะ', 'กวน']",,3,1
97,ไม่มีถุงใส่ของใบใหญ่บริการลูกค้า เวลาซื้อสินค้าชิ้นใหญ่ๆ เช่น กระดาษทิชชู่แพ็ค 24 ม้วน หมอน และอื่นๆ ไม่มีถุงใหญ่ใส่ให้ วิธีการแก้ไขของบางสาขาคือเอาสก็อตเทปใหญ่แปะ แล้วหิ้วสก็อตเทปเอา คือแบบน่ารำคาญมากตรงจุดนี้ คือกะอีแค่ถุงใส่ของไม่มีให้ลูกค้า ตลกมาก เวลาไม่ได้เอารถไปก็คือลำบากมาก ต้องหอบหิ้วของใหญ่ๆ กลับบ้าน บางทีซื้อหลายอย่างยิ่งหนักเข้าไปอีก ควรปรับปรุงด่วน เพราะซูเปอร์มาร์เก็ตคู่แข่งเค้ามีกันทุกเจ้าค่ะ,"['สาขา', 'ลูกค้า', 'ลูกค้า', 'ถุง', 'ถุง', 'ถุง', 'ซื้อ', 'ซื้อ', 'รถ', 'เวลา', 'เวลา']",,2,-1
98,เวลาจัดโปรแลกของโลตัส เอ็กเพรส ถ้าของหมดให้จอง ให้เขียนชื่อใส่เบอร์โทร แต่เวลาของมาไม่เคยโทรมาบอกเลย ให้ใส่ทำมะเขือไรอะคะ ไม่เข้าใจอะ แล้วเคยโทรไปคอลเซนเตอร์ มีระบบให้ฝากเบอร์ไว้ ก็โทรกลับมาจริงๆนะ ผ่านไปเดือนกว่าถึงโทรกลับมา ไม่รอครบปีก่อนเลยล่ะ แหม่,"['ทำ', 'เวลา', 'เวลา', 'ใส่', 'ใส่', 'รอ', 'เดือน', 'ชื่อ', 'อะ', 'อะ', 'ระบบ']",,0,-1
99,โสตัสเอ็กเพรส สาขาตลาดหนองจอก ระยอง ตู้แช่เย็นฝาตู้ปิดไม่สนิททุกตู้,"['สาขา', 'เย็น', 'ตู้', 'ตู้', 'ตู้']",,0,-1
100,นี่เจอทุกวันเพราะทำงานอยู่ชอฟโลตัสแต่ไม่ใช่พนักงานโลตัส #พนักงานจ้าหน้าบูดเป็นตูดลิง ส่วนมากจะเจอพนักงานหน้ายักษ์ใส่ไม่ค่อยต้อนรับลูกค้า เหวี่ยงๆวีนๆบางทีบางคนเชิดใส่จิกสายตาใส่ด้วยจ้า โอ้แม่เจ้า😂 โลตัสในเขตโคราช #ไม่ระบุเดี๋ยวโดนคอมเพรล555,"['พนักงาน', 'พนักงาน', 'พนักงาน', 'ลูกค้า', 'ทำ', 'หน้า', 'โลตัส', 'โลตัส', 'คน', 'งาน', 'ใส่']",,3,1
101,ควรอบรมเรื่องการแยกของนะคะของที่กินไม่ได้มันอันตรายอย่าเอาไปใส่ถุงรวมกับของกินของที่มันหนักก็ซ้อนถึงให้หน่อยมีโปรโมชั่นหัดแจ้งลูกค้ามั้ง,"['ลูกค้า', 'ถุง', 'ใส่', 'เรื่อง', 'กิน', 'กิน', 'ซ้อน', 'อบรม', 'อย่า', 'โปรโมชั่น', 'แยก']",,2,-1
102,Express. ไปใช้บริการหลายที่  ร้านสกปรก สินค้ามีฝุ่นเกาะ พื้นเหนียว บางทีตู้เย็นของหมด และสกปรก พนง คิดเงินช้าาาามากกกกกก ค่ะ,"['เงิน', 'บริการ', 'สินค้า', 'พนง', 'ร้าน', 'สกปรก', 'เย็น', 'สกปรก', 'พื้น', 'ฝุ่น', 'เหนียว']",,0,-1
103,โลตัสปทุมธานี ตรงบริการลูกค้า  มึงช่วยเต็มใจหน่อย  พูดจาเหมือนกรูมาขอมึงแดรกงั้นแหละ  อารมณ์เสีย  ขอใบกำกับภาษีที เหมือนมาขอเงินมันใช้,"['ลูกค้า', 'เงิน', 'เหมือน', 'เหมือน', 'บริการ', 'ใบ', 'พูดจา', 'เต็มใจ', 'อารมณ์', 'กำกับ', 'งั้น']",,10,-1
104,พนง หน้าแย่ ปล่อยปะละเลยเรื่องวินัยการจอดรถ ลูกค้าปกติจอดที่คนพิการ สตรี หน้าตาเฉย ไม่ตักเตือนจริงจัง พนง รับ-ส่ง บัตรจอดรถคุยโทรศพท์บ่อยๆ เคยเจอด่าปลายสายหยาบๆ นึกว่ากะลังด่าเรา,"['ลูกค้า', 'หน้า', 'คน', 'รถ', 'รถ', 'เรื่อง', 'เจอ', 'พนง', 'พนง', 'แย่', 'คุย']",,8,1
105,คุยกันเสียงดังขณะคิดเงินพูดจาหยาบคายเหี้ยสัตว์ต่อหน้าลค. คิดว่าเท่มั้งLotus Express,"['หน้า', 'เงิน', 'คุย', 'พูดจา', 'เสียง', 'เหี้ย', 'สัตว์', 'ลค']",,7,-1
106,ไม่รุ้ทำไมเป้นแบบนี้...แย่เรื่องมารยาทจริงๆ...ไม่ได้เท่าขี้เล็บ7เลย,"['เรื่อง', 'มารยาท', 'แย่', 'ขี้', 'เล็บ']",,0,-1
107,พนง.เคาร์เตอร์แสตนบายค่ะ.คิดเงินคร้า.(เอ๊กเพลสแถวบ้าน.ช่วงเช้า),"['เงิน', 'บ้าน', 'แถว', 'เช้า', 'เพลส']",,10,1
108,ของเซลคือเซลเเต่หมดอายุมาหลายเดือนเเล้วยังเซลได้ด้วยหรอ???(ของกินไงบางที),"['กิน', 'เดือน', 'หรอ', 'อายุ', 'เเล้ว', 'เเต่']",,0,-1
109,คือแคชเชียมึงจะรีบไปไหนชอบไล่กุไปรอด้านหน้าทั้งที่ของกุยังไม่ได้คิดตังแถมรีบทอนตังตาลีตาเหลือกยัดตังทอนใส่มือไม่มองหน้ากุสักนิด พอไปตรงเค้าเตอร์ประชาสัมพันพนง.หน้าบอกบุญไม่รับไม่สนใจลูกค้าอีกตะหาก นี่ตกลงกุมาซื้อหรือมาขอฟรีๆกันแน่,"['ลูกค้า', 'หน้า', 'หน้า', 'หน้า', 'ซื้อ', 'ใส่', 'รอ', 'พนง', 'ชอบ', 'แถม', 'ตัง']",,12,-1
110,ถุงบางมาก บางทีก้อไม่ชอบซ้อนถุงให้ ซื้อของชิ้นใหญ่ถุงก็ไม่มีใส่ให้ ครั้งนู้นซื้อหมอนอิงใบใหญ่  ออกมาฝนตก หมอนไม่หุ้มพลาสติก ต้อง้อาเสื้อกันฝนมาห่อหมอน  #เห็นใจคนมามอเตอร์ไซต์ด้วยค่ะ,"['คน', 'ถุง', 'ถุง', 'ถุง', 'ซื้อ', 'ซื้อ', 'ใส่', 'ชอบ', 'ใบ', 'ซ้อน', 'ชิ้น']",,2,1
111,เอ็กเพรส  เวลาจัดโปรสินค้าราคาถูก แต่พอจ่ายเงินจริงๆระบบคิดเงินราคาปกติ...ต้องมาดูบิลเอาเอง..ตอนทำเงินคืนลูกค้าต้องมารอเสียเวลาอีก,"['ลูกค้า', 'ทำ', 'เงิน', 'เงิน', 'เงิน', 'เวลา', 'เวลา', 'จ่าย', 'สินค้า', 'ราคา', 'ราคา']",,7,1
112,โลตัส สาขาพระราม 2 มีหนูคะ เคยเดินไปบอกพนักงาน ว่าเห็นหนูมันวิ่งนะ พนักงานบอก อ๋อมันก็มีแบบนี้แหละ  ถ้าผู้หลัก ผู้ใหญ่ของโลตัสผ่านมาเห็น ไม่ต้องทักมาถามนะคะ ไปเปิดกล้องวงจรปิด ไม่ก็ทำตัวเป็นลูกค้า แล้วแวะไปดูบ้างคะ พูดในฐานะ ผู้บริโภคที่เห็นเหตุการณ์จริงๆ แล้วเอามาแจ้งให้ทราบลองไปตรวจสอบดูซิ,"['พนักงาน', 'พนักงาน', 'ลูกค้า', 'ทำ', 'โลตัส', 'โลตัส', 'เดิน', 'ถาม', 'ตัว', 'ดู', 'วิ่ง']",,5,1
113,แมลงสาบอยู่ตามเครื่องคิดเงิน​ ตรงลู่วางของเลยค่ะ​ เจอทุกรอบ​ สาขาบางกะปิ,"['เงิน', 'เจอ', 'เครื่อง', 'วาง', 'รอบ']",,10,-1
114,ปรับปรุงนิสัยพนักงานในการใช้วาจากับลูกค้า ในสาขาถนนเซฟวัน โคร่ชส่วนใหญ่พนักงานชาย,"['พนักงาน', 'พนักงาน', 'สาขา', 'ลูกค้า', 'ปรับปรุง', 'นิสัย', 'ชาย']",,6,1
