,comment,tokenized_comment,label,predicted_label,marks
36,ทุกอย่างเริ่มต้นที่ตัวเราเอง แต่กรณีนี้ ทางรัฐและประชาชนต้องช่วยกัน ปรับปรุงขนส่งสาธารณ ผลักดันให้คนใช้รถประจำทาง ลดการใช้รถส่วนบุคคล,"['คน', 'รถ', 'รถ', 'ตัว', 'ประชาชน', 'รัฐ', 'ลด', 'กรณี', 'ขนส่ง', 'ประจำ', 'ปรับปรุง']",,7,1
37,เห็นด้วยกับคุณหมอคะ และขอบคุณคุณหมอมากๆที่เป็นตัวแทนเสียงประชาชนให้พวกเรา หน้ากากไม่สะดวกจริงๆค่ะทางปฏิบัติ จากการทดลองใส่เองและเดินไปส่งลูก10นาทีตอนเช้า อึดอัดมาก หน้ากากไม่ใช่ทางแก้ปัญหาที่ดีเลยค่ะ มันคือทางรอดสุดท้าย และหน้ากากดีๆ120บาท ใช้ได้5-6วันต้องทิ้งแล้วค่ะ ต้นทุนตกวันละ20.-บาท เพิ่มขยะอีกด้วย,"['หมอ', 'หมอ', 'ตัว', 'ดี', 'ดี', 'ลูก', 'ตอน', 'หน้า', 'ใส่', 'ปัญหา', 'ต้น', 'ประชาชน', 'กาก', 'แก้', 'หน้ากาก']",,3,-1
38,เห็นด้วยค่ะ สถานการณ์ฝุ่นที่เกิดขึ้น ยังมีคนถามว่าตื่นตูมเกินไปหรือเปล่า อะไรที่คนมองไม่เห็นนี่มันทำให้คนเชื่อยากจริงๆ แต่คนที่มีหน้าที่สั่งการที่มีความรู้จริงๆ กลับไม่สามารถทำให้ประชาชนตระหนักรู้ถึงอันตราย ตรงกันข้ามกลับบอกว่าไม่วิกฤตจนประชาชนยิ่งนอนใจ ที่สุดแล้วยิ่งไม่มีการกำหนดมาตรการแก้ปัญหาที่ชัดเจนที่เหมาะสมทั้งในระยะสั้นและในระยะยาว (หรือมีแล้วแต่เขาไม่บอกเรา? รอฟังอยู่อย่างตั้งใจ)ปล. จนป่านนี้หาซื้อหน้ากาก N95 ยังไม่ได้เลย ต้องใช้วิธีอยู่แต่ในบ้าน ในอาคารที่ไม่ได้เปิดระบายลมมาหลายอาทิตย์แล้ว โรงเรียนลูกรับมือสถานการณ์นี้ไม่เหมือนกัน ของคนโตผู้ปกครองต้องเรียกร้องเรื่องใส่หน้ากาก เรื่องเข้าแถวในอาคารในห้อง ดีที่ผู้อำนวยการฟังผู้ปกครอง แต่ก็ยังขาดการรณรงค์ภายในโรงเรียนให้เด็กตระหนักรู้ถึงอันตราย เด็กก็ยังไม่ค่อยใส่หน้ากาก คนใส่กลายเป็นประหลาด และก็ยังมีแข่งกีฬาตอนเย็นกันอยู่ดี ส่วนโรงเรียนของลูกอีกคนอยู่ติดถนนใหญ่ ครูให้เข้าเล่นในอาคาร แต่ก็ยังเข้าแถวในอาคารแต่ไม่ใช่ในห้องปิด ดีที่เข้าแถวไม่นาน ไม่เกิน 5 นาที เด็กส่วนใหญ่ก็ไม่ใส่หน้ากากเช่นกัน ส่วนตอนทานข้าวก็ย้ายไปทานในห้องว่างที่มีอยู่แทน,"['คน', 'คน', 'ทำ', 'คน', 'คน', 'ทำ', 'คน', 'คน', 'คน', 'เด็ก', 'เด็ก', 'เด็ก', 'ฝุ่น', 'เรื่อง', 'เรื่อง']",,2,1
39,จริงๆคนตื่นตัวน้อยมากค่ะคุณหมอ คนมองไม่เห็นภาพรวมและการช่วยกันป้องกันและลดมลภาวะกัน เอาง่ายๆนะคะ นี่อยู่ใจกลางเมืองเลย คนใส่หน้ากาก 1ต่อ20 คนได้หมายถึงคนที่เราขับรถผ่านแล้วเค้าเดินอยู่ตามถนน เป็นคนใช้รถสาธารณะต่างๆ แม้แต่ในโรงเรียนลูกก็ใส่หน้ากากกันน้อยมากค่ะ ร้ายกว่านั้น คือ ผู้ปกครองมาส่งลูกยังไม่ไปไหนป้อนข้าวอะไรอยู่ก็สตาร์ทเครื่องกันหมด ไม่ต้องฝุ่นหรอกค่ะแค่ลงมาจากรถก็ฟุ้งไปด้วยกลิ่นท่าไอเสีย พอดีบริเวณโรงเรียนแคบมากด้วย  มีหนักหน่อยก็ให้ลูกวิ่งเล่นหลังที่จอดรถ(ใก้ลรถต่างๆที่จอดสตาร์มอยู่) เล่นไปป้อนข้าวไป ตอนนี้ โรงเรียนเองก็อนุญาตให้นักเรียนมาเล่นนอกอาคารได้แล้ว ทั้งๆที่โรงเรียนไม่มีคู่มือตรวจฝุ่น😭😭😭😭😭,"['คน', 'คน', 'คน', 'คน', 'คน', 'คน', 'หมอ', 'รถ', 'รถ', 'รถ', 'รถ', 'ฝุ่น', 'ฝุ่น', 'ลูก', 'ลูก']",,2,1
40,ประเทศไทยไม่แกร่งจริงอยู่ไม่ได้ค่ะ ต้องพึ่งตัวเองหวังพึ่งใครไม่ได้จริงๆ ทุกวันนี้ทำทุกอย่างค่ะทั้งซื้อเครื่องฟอกอากาศในบ้านในรถ หน้ากากพ่อแม่ลูก สเปรย์บล๊อกฝุ่น นี่ว่าจะซื้อเครื่องวัดฝุ่นอีกค่ะ ลูกกับสามีก็คั้นน้ำบล๊อกโคลี่ให้ดื่มทุกวัน บางทีก็คิดว่าตัวเองเว่อไปมั้ย แต่ทำแล้วสบายใจก็ทำค่ะ #เบื่อประเทศไทย,"['ทำ', 'ทำ', 'ทำ', 'รถ', 'ฝุ่น', 'ฝุ่น', 'ตัว', 'ตัว', 'ลูก', 'ลูก', 'บ้าน', 'อากาศ', 'หน้ากาก', 'ซื้อ', 'ซื้อ']",,5,1
41,นานๆจะเห็นหมอขึ้น ดูเหมือนนายกจะออกมาตราการ มา 9ข้อ แล้วนะครับ แต่อ่านๆดูบางข้อก็รู้สึกมันเป็นเรื่องที่ภาวะปกติก็ต้องทำอยู่แล้วรึเปล่า,"['ทำ', 'หมอ', 'เรื่อง', 'ดู', 'เหมือน', 'ดู', 'ปกติ', 'ข้อ', 'ข้อ', 'นายก', 'อ่าน', 'รู้สึก', 'อยู่แล้ว', 'ภาวะ', 'มาตราการ']",,0,-1
42,เชียงใหม่ ช่วงปลายกุมภา  ถึงกลางเมษาจะเลวร้ายมา 3 ปี  มีปีนึงที่รณรงค์   ช่วยกันเต็มที่ ลดลงได้บ้าง  แต่พอลดลง  บนป่าก็มาเผาเหมือนเดิม  เศร้าใจมากค่ะ,"['เหมือน', 'ปี', 'ปี', 'ลด', 'ลด', 'กลาง', 'นึง', 'รณรงค์', 'เผา', 'เดิม', 'เชียงใหม่', 'เศร้าใจ', 'ป่า']",,0,-1
43,ทุกวันนี้ลูกก็ยังได้เข้าแถวหน้าเสาธง ห้องเรียนยังเปิดประตูหน้าต่าง ไปค่ายลูกเสือทำกิจกรรมกลางแจ้งเฉย ชีวิตคนไทยมันก็เป็นแบบนี้แหละ ต้องดูแลตัวเองจริงๆ ถ้าหวังพึ่งพารัฐก็เครียดไปเปล่าๆ แต่ก็ขอบคุณหมอนะที่เขียนบทความแสดงออกถึงความห่วงใย,"['ทำ', 'คน', 'หมอ', 'ตัว', 'ลูก', 'หน้า', 'เรียน', 'รัฐ', 'แถว', 'กลาง', 'ดูแล', 'ชีวิต', 'กิจกรรม', 'แจ้ง', 'ห้อง']",,5,1
44,เครียดที่ดูผู้ใหญ่ท่านนึงออกมาพูดว่า จะให้ขรก. นําร่องด้วยการไม่ให้ขับรถมาทํางาน โอ้ยยยย ท่านขา เหมือนมันไม่ใช่ต้นเหตุ,"['รถ', 'งาน', 'ดู', 'เหมือน', 'ต้น', 'นึง', 'ท่าน', 'ท่าน', 'ขับ', 'เครียด']",,7,-1
45,เริ่มจากคนเราๆก่อนนี่แหล่ะค่ะ เห็นบ่อยมาก ที่ชอบจอดรถแล้วสตาร์ทเครื่องเอาไว้ ทั้งในห้างสรรพสินค้าและ สถานที่ต่างๆ ป้ายก็มีบอกไว้,"['คน', 'รถ', 'เครื่อง', 'จอด', 'ป้าย', 'ชอบ', 'สตาร์ท', 'ห้าง', 'สถานที่']",,9,-1
46,ตื่นเช้ามาปกติ แต่พอขี่มอไซถึงที่ทำงาน น้ำมูกไหลลงคอเป็นก๊อกแตก เสมหะ น้ำมูกไหลทั้งวันพอทำงานถึงเย็นหายปกติ แต่ตอนเย็นกลับบ้านขี่มอไซถึงบ้านน้ำมูกมันก็กลับมา ลูปนรก n95 ก็ต้านไม่ไหว,"['ทำ', 'ทำ', 'ตอน', 'บ้าน', 'งาน', 'งาน', 'เช้า', 'ปกติ', 'ปกติ', 'น้ำ', 'น้ำ', 'ไหว', 'ตื่น', 'คอ', 'หาย']",,6,-1
47,ขอบคุณคุณหมอมากๆค่ะที่เป็นกระบอกเสียง(จากข้างในใจ)ให้พวกเรา อยู่จ.ระยอง สถานการณ์ก็เลวร้ายมากเช่นกันค่ะ ขอแชร์ต่อนะคะ,"['หมอ', 'แชร์', 'ขอบคุณ', 'สถานการณ์', 'กระบอกเสียง', 'ใจ']",,11,1
48,หมอมุ่งที่เด็ก เรามองว่าคนขับรถลองบอกตัวเอง ว่าฉันไม่ขับรถไปทำงาน 1 วันต่อสัปดาห์ เพื่อช่วยลดปัญหามลพิษ ทำได้ไหม ไม่ต้องรอให้คนอื่นทำ เราลงมือทำเองเลย คนละเล็กละน้อย... ถ้าให้รบ. สั่ง รบ. ก็โดนด่าตลอด ..ไม่ต้องรอใครสั่ง ไม่ต้องชี้หน้าว่าแกทำสิ เราลงมือทำเองก่อนเลย,"['คน', 'ทำ', 'ทำ', 'คน', 'ทำ', 'ทำ', 'คน', 'ทำ', 'ทำ', 'หมอ', 'รถ', 'รถ', 'เด็ก', 'ตัว', 'หน้า']",,5,1
49,เอาจริงเวลาเดินตามท้องถนนเห็นคนใส่ N95 จะมีสักกี่คนที่ใส่ถูกด้วยค่ะ เห็นใส่แล้วดูหลวมๆ กันเป็นแถวเลยค่ะ,"['คน', 'คน', 'ใส่', 'ใส่', 'ใส่', 'ดู', 'สัก', 'แถว', 'ถนน', 'เดิน', 'ท้อง', 'กี่']",,2,1
50,ท่าทีของผู้ใหญ่ในบ้านเมืองยังดูอายที่จะประกาศว่าจริงๆมันวิกฤตแล้ว ยังคงพยายามสร้างภาพ ให้ข่าวว่ามันไม่ได้อันตรายขนาดนั้น ตัวเลข PM2.5 ของหน่วยงานรัฐ น้อยกว่าของเว็ปไซต์ที่เป็นที่ยอมรับในระดับสากลเยอะ 😓😓😓,"['ตัว', 'งาน', 'ดู', 'รัฐ', 'ประกาศ', 'ข่าว', 'ขนาด', 'อันตราย', 'วิกฤต', 'สร้าง', 'บ้านเมือง', 'ภาพ', 'หน่วย', 'ระดับ', 'อาย']",,0,-1
51,อันนี้ไม่ค่อยเห็นด้วยกับการเสนอแก้ปัญหาของหมอนะครับเรื่องหยุดเรียน...หมอไม่ได้คิดหรอว่าการที่ประกาศหยุดเรียนในเครือ กทม. เด็กจะยิ่งอยู่บนพื้นที่มลพิษมากขึ้น  จากฝุ่นควันแวดล้อมแถวบ้าน หรืออาจจะต้องติดตามพ่อแม่ไปประกอบอาชีพริมถนนข้างทาง  ฯลฯ  หมออยู่ในสังคมหอคอย หมอไม่มีทางเข้าใจได้หรอก ว่าสำหรับผู้ปกครองส่วนใหญ่ของชนชั้นล่าง โรงเรียนคือสถานที่ปลอดภัยที่สุดเรื่องรถเมล์ เปลี่ยนรถทั้งระบบแก้ไม่ทันใน 4 ปีแน่ๆ แต่อยากให้เริ่มแก้แต่สิ่งที่ทำได้เลย คือ มาตรการระบบขนส่งสาธารณะ บัสเลน ควรมีเป็นมาตรฐานแท้ๆ ในเส้นทางหลัก ห้าม วิ่ง ห้ามจอด ลงโทษตามหลักฐานบันทึกด้วยกล้องหน้ารถ และป้ายหยุดรถ พอระบบขนส่งดี สะดวก สบาย ไม่ติดขัด คนจะหันมาใช้มากขึ้นเพราะไม่ต้องรับภาระน้ำมัน และดูแลรถ,"['ทำ', 'คน', 'หมอ', 'หมอ', 'หมอ', 'หมอ', 'รถ', 'รถ', 'รถ', 'รถ', 'รถ', 'เด็ก', 'ฝุ่น', 'เรื่อง', 'เรื่อง']",,10,1
52,ออกไปข้างนอก ไม่เห็นมีใครใส่แมสN95เลย ทำเอาเรากับลูกเป็นแกะดำ แต่เราไม่ได้สนใจตรงนั้น #กลัวฝุ่น pm 2.5 มากกว่า กลัวมากกับฝุ่นที่เล็กจนมองไม่เห็น แอทมิทคู่กับลูกไปแล้วรอบนึงค่ะ กำลังจะได้แอทมิทอีกรอบเพราะ อาการของเรากับลูกตอนนี้ แย่อีกแล้วค่ะ เครื่องฟอกอากาศในบ้านเครื่องละ 2-3 หมื่นบาทอัพ ฟอกอากาศในรถดีดี 5 พันอัพ แต่จ่ายประกันสุขภาพ ปีละ เกือบแสนก็แย่แล้วค่ะ หมุนไม่ทัน 😓. ทำได้แค่ สวมหน้ากาก และ ขอให้รัฐบาลให้ความสำคัญเรื่องนี้แบบเร่งด่วน 😿😿 สงสารเด็กๆทั่วประเทศเลย    ลูกเรา เราเห็นอันตรายตั้งแต่รัฐฯไม่ตื่นตัวจนทำให้หลายคนเข้าใจผิดว่ามันไม่อันตราย  แล้วกับเด็กคนอื่นๆที่พ่อแม่หลายท่านยังมองเป็นเรื่องไม่อันตราย ไม่สวมแมส ใช้ชีวิตปกติ.     คือใช่ค่ะ มันไม่ใช่ฝุ่นที่ดมแล้วล้มตึงเลยขณะนั้น หรือ 3 วัน 7 วันในผู้ที่แข็งแรง แต่อนาคตล้มแน่ค่ะ ถ้าฝุ่นนี้ยังอยู่     และ คนที่ไวต่อภูมิแพ้แหละค่ะที่จะเห็นอันตราย    ตอนนี้บ้านอื่นเป็นยังไงไม่รู้ แต่บ้านนี้ลูกป่วย และตัวเราเองให้ลูกหยุดเรียนไปเลยค่ะ ชั่วคราว เพราะอนุบาล1 พอที่จะคุยๆกับคุณครูได้ ...,"['ทำ', 'ทำ', 'ทำ', 'คน', 'คน', 'คน', 'รถ', 'เด็ก', 'เด็ก', 'ฝุ่น', 'ฝุ่น', 'ฝุ่น', 'ฝุ่น', 'เรื่อง', 'เรื่อง']",,4,1
53,เรื่องรถน่ะทำไม่ได้หรอก เพราะต้องผจญกับวลีเคื่องรังแกคนจนอีกเยอะ อค่ไม่ให้นั่งกระบะท้ายยังดราม่ากัน นี่บังคับไม่ให้ใช้รถเก่าคืดดูเเาละกัน,"['ทำ', 'คน', 'รถ', 'รถ', 'เรื่อง', 'ดู', 'นั่ง', 'หรอก', 'บังคับ', 'เก่า']",,7,1
54,This shows everything about Thailand,[],,0,-1
55,ขอบคุณ​คุณหมอค่ะ​ รัฐบาลไม่ประกาศ​สิ่งที่เป็นรูปธรรม​อะไรสักอย่าง​ มีแต่เราที่ต้องป้องกันตัว​เอง​ เฉยแบบนี้​ ก็ไม่มีการตื่นตัว​ว่ามันอันตรายแล้ว​ รู้ทั้ง​รู้​แต่กลับ​เฉย,"['หมอ', 'รัฐบาล', 'ตัว', 'รู้', 'รู้', 'สัก', 'ประกาศ', 'ป้องกัน', 'ขอบคุณ', 'อันตราย', 'ตื่นตัว', 'รูปธรรม']",,8,-1
56,เห็นด้วยเป็นอย่างยิ่ง มีแต่พูดกันออกสื่อไม่เคยลงมาดูพื้นที่จริงๆ ว่าปัญหามันคืออะไร มาดูถนนกาญจนฯ จ.สมุทรสาครสิคะ ว่าปัญหามันคืออะไร ไม่ใช่นั่งเทียนพูดๆๆๆๆๆ ไป เหนื่อยใจค่ะ ย้อนกลับมาแก้ไขและป้องกันลูกๆเรา ด้วยตัวเราเองค่ะ -_-||,"['ตัว', 'ลูก', 'ปัญหา', 'ปัญหา', 'ดู', 'นั่ง', 'ป้องกัน', 'พื้นที่', 'สิ']",,0,-1
57,อันนี้ที่บ้านเราคุยกันว่า ไม่เห็นมีใครทำอะไร รวมถึงยังไม่เห็นมีนโยบายอะไร สรุปว่าที่ยังไม่มีใครทำอะไรเพราะยังไม่รู้ว่าฝ่ายไหนจะได้ผลประโยชน์ และถ้าทำแล้วใครจะได้หน้า ก็เลยนิ่งๆกันหมดค่ะ แค่นี้ก็เห็นแล้วว่า เราต้องช่วยเหลือตัวเองกันต่อไปยาวๆ😂ทางนี้เด็กน้อยไอ นอนกรน ตาคล้ำ บอกให้ใส่หน้ากาก ใส่ได้ไม่ถึง2นาที😭 สงสารลูก สงสารเด็ก😢,"['ทำ', 'ทำ', 'ทำ', 'เด็ก', 'เด็ก', 'ตัว', 'ลูก', 'หน้า', 'ใส่', 'ใส่', 'บ้าน', 'รู้', 'หน้ากาก', 'สงสาร', 'สงสาร']",,6,0
58,รอรัฐบาลอาจช้า ประชาชนถ้าร่วมใจลดการขับขี่รถยนต์ ทำให้รัฐบาลเห็น ความเอาจริงเอาจังเพื่อแก้ไขน่าจะเกิดขึ้น,"['ทำ', 'รถ', 'รัฐบาล', 'รัฐบาล', 'ประชาชน', 'ลด', 'รอ', 'ยนต์', 'เอาจริงเอาจัง']",,8,1
59,"หมอคะ ก็ผู้ใหญ่ยังบอกว่า""ไม่วิกฤติ""อยู่เลยอ่ะค่ะอย่างแรก ให้ใครเข้าไปให้ความรู้กับเค้าหน่อยดีมั้ยคะ ว่ามันมีผลยังไง ทำไมถึงซีเรียส นี่สงสัยมากว่า เค้าไม่รู้จริงๆเหรอ?","['หมอ', 'ดี', 'รู้', 'รู้', 'เค้า', 'เค้า', 'วิกฤติ', 'เหรอ', 'อ่ะ', 'สงสัย']",,0,-1
60,ทิ้งรถไว้ที่บ้านแล้สนั่งรถเมล์ทำงานทั้งอาทิตย์ บอกเลยว่าสุขภาพย่ำแย่มาก วันแรกๆ ก็รู้สึกเนือยๆ วันต่อมา เริ่มมีอาการระคายคอ จนเจ็บคอ ไอ หายใจไม่ออก ระคายเคืองตามาก สรุปว่า ยอมแพ้เลยค่ะ อากาศเป็นพิษสุดๆ อาทิตย์เดียวเห็นผล,"['ทำ', 'รถ', 'รถ', 'บ้าน', 'งาน', 'อากาศ', 'แย่', 'หายใจ', 'สุขภาพ', 'เมล์', 'ตา', 'ไอ', 'ทิ้ง', 'อาทิตย์', 'คอ']",,7,-1
61,สงสารเด็กโรงเรียนรัฐบาลมาก มีแต่ฝุ่นทั้งในและนอกห้องเรียน #รัฐบาลภายใต้การดูแลของท่านประยุทธทำได้เท่านี้จริงหรือ ฟังความคิดเห็นของท่านนายก ท่านบอกว่าประชาชนต้องช่วยเหลือตัวเองกันด้วย รัฐบาลแก้ปัญหาไม่ได้ทุกเรื่อง ฟังแล้วหมดกำลังใจ จะว่าไปทุกข้อที่คุณหมอชี้แจงการแก้ไข ท่านนายกสั่งการได้ทันที  ทุกวันนี้เหมือนชีวิตตายผ่อนส่ง ฝุ่นหนาตาทุกวัน,"['ทำ', 'หมอ', 'เด็ก', 'ฝุ่น', 'ฝุ่น', 'เรื่อง', 'รัฐบาล', 'รัฐบาล', 'ตัว', 'รัฐบาล', 'เรียน', 'เรียน', 'ปัญหา', 'เหมือน', 'ประชาชน']",,10,-1
62,น่าเศร้าบ้านเราตัดต้นไม้ง่ายกว่าการปลูก เร่งสร้างจิตสำนึกให้ผู้มีอำนาจอย่ามัวแต่พูดให้เร่งแก้ไขแบบถาวรไม่ใช่ลูบหน้าปะจมูก,"['บ้าน', 'ต้น', 'ไม้', 'ปลูก', 'ตัด', 'อำนาจ', 'อย่า', 'สร้าง', 'เร่ง', 'มัว', 'เร่ง', 'จิตสำนึก']",,1,-1
63,เสนอเพิ่มว่าควรปิดเทอมหน้าฝน เพราะทั้งเด็กทั้งผู้ใหญ่เดินทางกันลำบากมาก เด็กก็ป่วยง่ายในช่วงนั้นค่ะ รัฐบาลควรคิดแก้ไขเพื่อเด็กๆบ้างก็ดี ถึงจะแก้อะไรไม่ค่อยได้เรื่อง,"['เด็ก', 'เด็ก', 'เด็ก', 'เรื่อง', 'รัฐบาล', 'หน้า', 'แก้', 'ป่วย', 'เสนอ', 'ลำบาก', 'เทอม', 'เดินทาง', 'ฝน']",,0,-1
64,ให้ลูกหยุดเรียนเหมือนกันค่ะ ทางรร.ไม่มีมาตรการอะไรที่ชัดเจนบวกกับเป็นรร.เด็กเล็กแบบเปิดด้วย กลัวฝุ่นมากๆค่ะ อาทิตย์ที่แล้วหยุดจ.อ.พ. อาทิตย์นี้หยุดมาตั้งแต่จ.จนถึงวันนี้วันอ.ค่ะ เด็กอนุบาลเองอ่ะเนอะอยากหยุดเมื่อไหร่ก็ได้ แต่สงสารเด็กประถมหรือเด็กคนอื่นๆที่พ่อแม่ต้องไปทำงานทั้งคู่ค่ะ หยุดแล้วใครจะดู ถ้ามีมาตรการอะไรออกมาประกาศรับทราบโดยทั่วกันก็จะทำให้คนทั่วไปปฏิบัติตนหาทางออกได้ง่ายขึ้นค่ะ,"['คน', 'ทำ', 'ทำ', 'คน', 'เด็ก', 'เด็ก', 'เด็ก', 'ฝุ่น', 'ลูก', 'เรียน', 'งาน', 'หยุด', 'เหมือน', 'หยุด', 'หยุด']",,4,0
65,ต้นไม้ในกรุงมีที่สวนหย่อม-หย่อมเดียวจริงที่แย่-ไม่ห้าม-ร-ร-ยังมีกิจกรรมนอกห้องเหมือนเดิมตากแดดสูดฝุ่นไม่ค่อยมีใครใส่หน้ากากเด็กไม่ชินไม่สดวกทํากิจกรรม,"['เด็ก', 'ฝุ่น', 'ใส่', 'เหมือน', 'ต้น', 'ไม้', 'หน้ากาก', 'แย่', 'กิจกรรม', 'กิจกรรม', 'ห้อง', 'เดิม', 'สูด', 'สวน']",,1,-1
66,อยากให้ประกาศหยุดงานช่วงที่ฝุ่นเยอะมากๆ ด้วยค่ะ ถึงเด็กได้หยุดแต่ถ้าพ่อแม่ยังต้องทำงาน พ่อแม่ส่วนนึงก็ต้องเอาลูกกระเตงไปทำงานด้วย ส่วนที่มีคนช่วยเลี้ยงที่บ้าน ก็หนีฝุ่นไปต่างจังหวัดไม่ได้เพราะยังต้องทำงานอยู่,"['ทำ', 'ทำ', 'คน', 'ทำ', 'เด็ก', 'ฝุ่น', 'ฝุ่น', 'ลูก', 'บ้าน', 'งาน', 'งาน', 'งาน', 'งาน', 'หยุด', 'หยุด']",,4,1
67,ขออนุญาตค่ะด่วน!!!!!!!!!!!!!!!!!!!!หน้ากาก N95ป้องกันฝุ่นชนิด PM2.5 micronชนิดมีวาล์ป ทำให้หายใจไม่ลำบากมาก ร่วมกับมีคาร์บอนเคลือบ ช่วยในการกรองมากขึ้นราคาชิ้นละ 40 บาทค่าส่ง  ลงทะเบียน 30 บาท            EMS           50 บาท            รพ. รามา    ฟรี            หน้า รร สตรีนนท์ ฟรีหมดล็อตนี้หมดเลยสนใจ ib มาเลยค่ะ ของมาถึงวันจันทร์,"['ทำ', 'ฝุ่น', 'หน้า', 'หน้า', 'กาก', 'หายใจ', 'ป้องกัน', 'ค่า', 'อนุญาต', 'ลำบาก', 'กรอง', 'ทะเบียน', 'สนใจ', 'ราคา', 'บาท']",,0,-1
68,ผลวิเคราะห์ล่าสุด 2.5pm มาจากรถดีเซลถึง50%ดังนั้นควรสั่งรถดีเซลบ้านหยุดวิ่งทุกคันไหม บังคับมาใช้รถสาธารณะ ส่วนรถขนส่ง โดยสารก็ตรวจสอบงดเฉพาะคันสภาพไม่สมบูรณ์,"['รถ', 'รถ', 'รถ', 'รถ', 'บ้าน', 'หยุด', 'ไหม', 'สั่ง', 'วิ่ง', 'คัน', 'คัน', 'สภาพ', 'บังคับ', 'สาธารณะ', 'งด']",,7,1
69,เห็นด้วยที่สุดค่ะคุณหมอ รัฐบาลและผู้ที่มีอำนาจในการจัดการเรื่องนี้ดูใจเย็นมากๆเลยค่ะ สงสารเด็กๆค่ะ ในฐานะคุณแม่คนนึงลูกเล็กก็ไม่ยอมใส่หน้ากากนานๆ แล้วเด็กจะอยู่ในสภาพแบบนี้ได้อย่างไร เศร้าใจมากๆค่ะ,"['คน', 'หมอ', 'เด็ก', 'เด็ก', 'เรื่อง', 'รัฐบาล', 'หน้า', 'ใส่', 'กาก', 'สงสาร', 'นึง', 'อำนาจ', 'แม่', 'สภาพ', 'เศร้าใจ']",,2,1
70,จริงที่สุดค่ะคุณหมอ คงต้องดูแลตัวเอง ภาครัฐไม่ทำอะไรเชิงรุกเลย เราอยู่จันทบุรี ช่วงนี้มีอาการเคืองตา แสบจมูก ลูกๆ ก็ภูมิแพ้ขึ้นตา คนเล็กป่วย มีน้ำมูก ตาแดง แสบจมูก ลองลง app ดูค่า มีบางช่วงค่าขึ้นสีส้ม และเหลือง ใน app ก็ขึ้นว่า ควรงดกิจกรรมภายนอกบ้าน  ซึ่งแถวบ้านยังคงมีการเผาหญ้าใบไม้กันอยู่เป็นประจำ บางคนคงคิดว่าไกลตัว มันไม่ต่างกับสูบบุหรี่เลย...ตายผ่อนส่ง  ตอนนี้ทำได้แค่ดูแลตัวเองในระยะสั้น ถ้าไม่มีการแก้ไขที่จริงจังเกิดขึ้น มีแต่สถานการณ์จะแย่ลง 😓,"['ทำ', 'คน', 'คน', 'ทำ', 'หมอ', 'ตัว', 'ตัว', 'ตัว', 'ลูก', 'ตอน', 'บ้าน', 'บ้าน', 'ดู', 'รัฐ', 'ไม้']",,5,1
71,ข้อเสนอคุณหมอดีมากๆค่ะ เห็นด้วยทุกข้อและ implement ได้ไม่ยาก หวังว่าจะได้ยินไปถึงผู้หลักผู้ใหญ่ในบ้านเมืองบ้าง,"['หวัง', 'ข้อ', 'เสนอ', 'ข้อ', 'บ้านเมือง', 'ผู้หลักผู้ใหญ่']",,0,-1
72,....คนเราชอบพูดกันมาก....เรื่องต่างๆๆ มีแต่ทฤษฎี ไม่พบเจอการปฎิบัติอย่างจริงๆๆจังๆ...ล้วนเอาแต่พูดทางวิชาการและวิจารณ์.....ล้วนลอกเลียนแบบมาพูดกันทั้งนั้น ฝากฝ่ายรัฐบาล มีแต่นักวิชาการพูดๆๆๆและก็พูด...เรื่องมลภาวะ พูดกันมา กว่า 20 ปีไปแล้ว....จะนักการเมืองปัจจุบันก็ทราบรู้ดี กลุ่มทุนก็รู้ดี องค์กรณ์อิสระก็รู้ดี....และเอาแต่การรณรงค์เรื่องหน้ากาก หรือระบบระบายอากาศต่างๆๆ เรื่อง มลภาวะต่างๆๆ และการผลิตใช้วัสดุสิ่งของต่างๆๆ....ได้พูดทางวิชาการกันเต็มบ้านรู้กันทั่วว่ามันเกิดเพราะอะไร? อย่างไร?.....แต่วันนี้ก็ยังมีเกิดขึ้นมาเหมือนเมื่อ 20 ปีก่อนนั้นทุกอย่างเลย.......คนไทยหลงลืมกันง่ายจังครับ????,"['คน', 'คน', 'เรื่อง', 'เรื่อง', 'เรื่อง', 'เรื่อง', 'รัฐบาล', 'ดี', 'ดี', 'ดี', 'รู้', 'รู้', 'รู้', 'อากาศ', 'เหมือน']",,9,-1
73,เมื่อวานก็ให้ลูกหยุดเรียนค่ะ เพราะเห็นออกข่าวว่าฝุ่นมีความหนาแน่นมาก รร ไม่หยุดก็หยุดเองเลย เป็นห่วงลูกวันนี้ให้ไป รร ที่ รร ก็ยังให้เด็กๆ ออกมาทำกิจกรรมนอกห้อง เด็กมีแค่ 10-20% ที่ใส่หน้ากาก และก็ส่วนใหญ่ก็ไม่ได้กัน PM2.5 ได้ด้วย เป็นห่วงลูก และเด็กๆมาก แต่ก็ไม่รู้จะต้องทำยังไง ถ้าเป็นแบบนี้ต่อไปแย่แน่ๆค่ะ,"['ทำ', 'ทำ', 'เด็ก', 'เด็ก', 'เด็ก', 'ฝุ่น', 'ลูก', 'ลูก', 'ลูก', 'ใส่', 'เรียน', 'รู้', 'หยุด', 'หยุด', 'หยุด']",,4,1
