,comment,tokenized_comment,label,predicted_label,marks
83,ใช้ค่ายโทรศัพ์ ใช้ wifi โปรแบบแพงๆ มีสิทแบคการ์ดถือไว้หลายปีสิทธ์เต็มตลอดทั้งดูหนังทั้งเครื่องดื่ม สุดท้ายย้ายทิ้งหมดเพราะเรื่องสิทธ์ดูหนังลดราคาเครื่องดื่มนี่แหละ,"['ค่าย', 'แพง', 'ปี', 'สิทธ์', 'เต็ม', 'ดู', 'หนัง', 'เครื่อง', 'ดื่ม', 'สุดท้าย', 'ย้าย', 'ทิ้ง', 'เรื่อง', 'สิทธ์', 'ดู', 'หนัง', 'ลด', 'ราคา', 'เครื่อง', 'ดื่ม']",,11,-1
84,ช่วงนี้เนตช้ามากเลยครับ ช่วยปรับปรุงด้วยครับ รายเดือนแพงแต่ใช้ไม่คุ้ม,"['เนต', 'ปรับปรุง', 'เดือน', 'แพง', 'คุ้ม']",,11,-1
85,สาขาเซ็นทรัลพัทยา รสชาติแย่มาก จืด แก้วเล็ก 100฿ ไม่โอเคเลยคะ,"['รสชาติ', 'แย่', 'จืด', 'แก้ว', 'โอเค']",,7,-1
86,พนักงานงานไปคัดมาตามตลาดสดใช่ป่ะ แต่ละคน ขนาดสาขา True sphere พารากอนนะ ยังไม่มีมารยาทเลย,"['พนักงาน', 'งาน', 'ตลาด', 'สด', 'คน', 'ขนาด', 'สาขา', 'พารากอน']",,11,-1
87,เน็ตเร็ว โปรเต็ม ไกลจากบ้าน สาขาน้อย ไม่ติดกับที่จ่ายบิล รสชาติงั้นๆ ราคาสูง สเตนอะโลน ไม่มีจอด ดีนะ ทรูค๊อฟดีจริงค่ะ,"['เน็ต', 'โปรเต็ม', 'บ้าน', 'สาขา', 'ติด', 'จ่าย', 'รสชาติ', 'งั้น', 'ราคา', 'ดี']",,11,-1
88,เห็นคนขายก็อยากขายบ้างแต่ฝีมือไม่มี ร้านของพระเทพหรือเปล่าเห็นต่อแถวยาวเชียว,"['คน', 'ขาย', 'ขาย', 'ฝีมือ', 'ร้าน', 'เปล่า', 'แถว', 'เชียว']",,11,-1
89,ชงคาราเมล มัคคิอาโต ได้เหมือนน้ำล้างจาน ในราคาร้อยกว่า ปรับปรุงหน่อยจ้า สาขาสยาม จ้าาา,"['เหมือน', 'น้ำ', 'ล้าง', 'ราคา', 'ร้อย', 'ปรับปรุง', 'สาขา']",,11,-1
90,กาแฟพอใช้ได้นะ แต่ราคาก็ยังสูงกว่าร้านอื่นๆอยุ่ ลงราคามาหน่อย หรือจัดโทรโมชั่นบ้าง,"['กาแฟ', 'ราคา', 'ร้าน']",,0,-1
91,"ช่วยแจ้งโปรที่ใช้ได้จริง พอไป อะไรก็เต็ม “หวานน้อย “ ของแต่ละสาขาความหวานไม่เท่ากัน หวานน้อยคือ หวาน และ ว๊านหวาน , บอกไม่หวานคือน้ำล้างแก้ว แม้แต่กลิ่นกาแฟยังจาง...","['โปร', 'เต็ม', 'หวาน', 'สาขา', 'หวาน', 'หวาน', 'หวาน', 'หวาน', 'น้ำ', 'ล้าง', 'แก้ว', 'กลิ่น', 'กาแฟ', 'จาง']",,11,-1
92,โคตรไม่อร่อยและไม่คุ้มราคา,"['โคตร', 'อร่อย', 'คุ้ม', 'ราคา']",,11,-1
93,เนตช้ามากเลยค่ะเดี๋ยวนี้ ขนาดรอบบิลเพิ่งตัด เนต20GB หมุนแล้วหมุนอีก,"['เนต', 'ขนาด', 'ตัด', 'เนต', 'หมุน', 'หมุน']",,11,-1
94,เน็ตบ้านหลุดบ่อยมากกกกกกกกก #ฝากไปบอกด้วย,"['เน็ต', 'บ้าน', 'หลุด', 'ฝาก']",,8,-1
95,พนักงานรองพื้น หนาชะผมแยกไม่ออกว่าที่โรยหน้าแก้วนั้นนมปั้นรึรองพื้น,"['พนักงาน', 'หนา', 'ผม', 'หน้า', 'แก้ว', 'นม']",,11,-1
96,ทุกอย่าง ทั้งรสชาติและราคา,"['รสชาติ', 'ราคา']",,7,-1
97,สิทธ์เต็มตลอด อีผี!!,"['สิทธ์', 'เต็ม']",,6,-1
98,คำว่าหวานน้อยไม่มีอยู่จริง,['หวาน'],,11,-1
99,ลองเปลี่ยนไปขายอย่างอื่นที่ไม่ใช่กาแฟดีกว่า,"['ลอง', 'ขาย', 'กาแฟ', 'ดี']",,0,-1
100,ปรับปรุงสัญญานมือถือก่อน,"['ปรับปรุง', 'สัญญาน', 'มือถือ']",,11,-1
101,กาแฟแม่งแรงสัสมึงจะดีดไปไหน,"['กาแฟ', 'แม่ง', 'แรง']",,0,-1
102,อืม อร่อยนะ แต่บรรยากาศร้านมันแปลกๆ กุนึกว่าร้านทอสับอ่ะ,"['อร่อย', 'บรรยากาศ', 'ร้าน', 'แปลก', 'ร้าน']",,6,-1
103,ชอบกินชาเขียวมัชชะปั่นมากๆค่ะ อร่อย ไม่หวาน ไม่เลี่ยน,"['ชอบ', 'กิน', 'ชาเขียว', 'อร่อย', 'หวาน', 'เลี่ยน']",,11,-1
104,อยากให้ทำโปรเยอะกว่านี้ 🙏,"['ทำ', 'โปรเยอะ']",,11,-1
105,ทุกสูตรที่มี!!,[],,11,-1
106,ไม่เคยกินแล้วรู้สึกถึงความอร่อยเลยแบรนด์นี้ ฮื้ออออ 😭😭,"['กิน', 'รู้สึก', 'อร่อย', 'แบรนด์']",,11,-1
107,เนทกาก ฝนตกปรอยๆทีวีบ้านกุดูไม่ได้ละ Platinum นะเห้ย,[],,11,-1
108,ราคาสูง แต่สิ่งที่ได้กลับมาอิดอก !! ชาพะยอม,"['ราคา', 'อิดอก']",,5,-1
109,รสชาติ ส้วนตินมาก 5555,['รสชาติ'],,7,-1
110,ร้านสวยๆ แต่โต๊ะเอาไว้ใช้สอนหนังสือ,"['ร้าน', 'สวย']",,6,-1
111,ไม่ต้องละครับ ดีอยู่,['ดี'],,4,-1
112,สัญญาณไม่ลื่นเลย เล่น ROV กระตุก,"['สัญญาณ', 'เล่น']",,11,-1
113,ทรู ต้องกินชาเย็นเท่านั้น,"['ทรู', 'กิน', 'ชาเย็น']",,11,-1
114,กาแฟจืดสัดๆ เปรี้ยวด้วย ใช้โรบัสต้า ใช่มั้ยมึง,"['กาแฟ', 'จืด', 'เปรี้ยว']",,0,-1
115,แพงเชียว รสชาติธรรมดามากจ่ะ,"['แพง', 'เชียว', 'รส', 'ชาติ', 'ธรรมดา']",,11,-1
116,น้ำแข็งเค็ม,"['น้ำ', 'แข็ง', 'เค็ม']",,2,-1
117,แพงเกอน แต่รสชาติเอิ่มมมม,"['รส', 'ชาติ']",,11,-1
118,คุณเมิงจะครอบคลุมทุกอย่างเลยแม่นบ่? 555 😂,[],,11,-1
119,เค้าว่าโกโก้เย็นอร่อย ผมยังไม่เคยลอง ใครลองแล้วยืนยันที,"['เค้า', 'โกโก้', 'เย็น', 'อร่อย', 'ผม', 'ลอง', 'ลอง']",,11,-1
120,เน็ตเน่ามาก,['เน็ต'],,8,-1
121,ความเป็นออริจินอล,[],,11,-1
122,Barista ไม่มีความรู้เรื่องกาแฟนะ ลองถามดู เค้าไม่ค่อยรู้,"['รู้', 'เรื่อง', 'กาแฟ', 'ลอง', 'ดู', 'เค้า', 'รู้']",,11,-1
123,รสชาติไม่อร่อยไอ้ที่มีวิปครีม ท็อปปิ้งต่างๆก็หวานเจี๊ยบ,"['รสชาติ', 'อร่อย', 'ไอ้', 'หวาน']",,7,-1
124,ก็ได้อยุ่นะ ชอบบรรยากาศร้านอะ,"['ชอบ', 'บรรยากาศ', 'ร้าน', 'อะ']",,6,-1
125,จืด,['จืด'],,7,-1
126,พนง.หน้าตูด (สาขาเซ้นทรัลพระราม2),['พนง'],,11,-1
127,ทำร้านเหมือนห้องประชุม ไม่ค่อยกล้าเข้าไปนั่ง,"['ทำ', 'ร้าน', 'เหมือน', 'กล้า', 'นั่ง']",,6,-1
128,ต่อไปคงมี ดีแท็ก/เอไอเอส กาแฟ คอยดู,"['ดี', 'กาแฟ', 'ดู']",,0,-1
129,ร้านสวยเกิน อย่าแต่งร้านเยอะ ของที่นั่งเพิ่ม,"['ร้าน', 'สวย', 'อย่า', 'นั่ง']",,6,-1
130,แพง,['แพง'],,9,-1
131,ไม่เคยแดก,['แดก'],,0,-1
132,เอาเงินไปพัฒนาเน็ตให้ดีก่อนค่อย มาทำธุรกิจอื่น,"['เงิน', 'เน็ต', 'ดี', 'ทำ', 'ธุรกิจ']",,11,-1
133,หาสาขายากจริง 😂😂😂 (อยากได้ซักสาขามาเปิดฝั่งไอทีสแควร์ 😂😂😂),"['หา', 'สาขา', 'สาขา']",,12,-1
134,เครือข่าย ละกัน 555,[],,11,-1
135,เน็ตหลุดตลอดทั้งมือถือทั้งเน็ตบ้าน นี่ซื้อ4 g นะ ได้3 g ตลอด,"['เน็ต', 'หลุด', 'มือถือ', 'เน็ต', 'บ้าน', 'ซื้อ']",,8,-1
136,จ่ายค่าโท...ด้วย...หอมกลิ่นกาแฟ..ด้วย.. ไม่ได้ตังค์นางหร้อก,"['จ่าย', 'ค่า', 'หอม', 'กลิ่น', 'กาแฟ']",,0,-1
137,สาขาเวสเกต พนักงานโครตแหล่ม,['พนักงาน'],,4,-1
138,แพงงงงง ใช้ทรูพ้อยกินฟรี ยังเสียดายเลย,"['ทรู', 'พ้อย', 'กิน', 'เสียดาย']",,11,-1
139,แพงจังค่ะ ถ้าเปรียบกับแบรนด์อื่น,"['แพง', 'แบรนด์']",,10,-1
140,บรรยากาศบางสาขาไม่กล้าเข้า.,"['บรรยากาศ', 'สาขา', 'กล้า']",,11,-1
141,รสชาติกาแฟค่ะ ไม่ได้เรื่อง ขายแต่ซิมกะโทสับต่อไปเถอะ,"['รสชาติ', 'กา', 'แฟ', 'เรื่อง', 'ขาย']",,7,-1
142,รสชาติกาแฟค่ะ อ่อนเกินไป จืดด้วย ไม่อร่อยเลย,"['รสชาติ', 'กา', 'แฟ', 'จืด', 'อร่อย']",,7,-1
143,ร้านนี้ ชอบกาแฟ เฉพาะ signature. รสชาติดี พนักงาน บริการ ดี,"['ร้าน', 'ชอบ', 'กาแฟ', 'รสชาติ', 'ดี', 'พนักงาน', 'บริการ', 'ดี']",,4,-1
144,ไม่มีทรูการ์ดไม่มีสิทธิแดรกกกก บางสาขานะ,"['ทรูการ์ด', 'สิทธิ', 'สาขา']",,11,-1
145,ร้านสวย รสชาติแย่ ราคาแพง,"['ร้าน', 'สวย', 'รสชาติ', 'แย่', 'ราคา', 'แพง']",,11,-1
146,americano จางมากกกกก ไม่โอเครเลย,['จาง'],,11,-1
147,สิทธิ์เต็มตลอด ไม่เคยได้ใช้ จะมีทำไม,"['สิทธิ์', 'เต็ม']",,6,-1
148,ราคานักธุรกิจ รสชาติปั่นสามล้อ,"['ราคา', 'ธุรกิจ', 'รสชาติ']",,7,-1
149,เหมือนประชด เคยได้โปรฟรีเป็นกาแฟร้อนตอนหน้าร้อน,"['เหมือน', 'กาแฟ', 'ร้อน', 'ตอน', 'หน้า', 'ร้อน']",,0,-1
150,โปรของทรุเนี่ย เต็มตลอดดดดด ยกเลิกไปเหอะ,"['โปร', 'ดดดด', 'เหอะ']",,11,-1
151,ไม่เคยทาน,['ทาน'],,11,-1
152,นี่กาแฟหรือน้ำล้าง..(มือ),"['กาแฟ', 'น้ำ', 'ล้าง', 'มือ']",,0,-1
153,จะกินทีไรโปรเต็มทุกทีแล้วจะไปมีสิทธิเพื่อ,"['กิน', 'โปรเต็ม', 'สิทธิ']",,11,-1
154,กาแฟไม่อร่อยเลย ราคาถูกยังไงก็ไม่คุ้ม,"['กาแฟ', 'อร่อย', 'ราคา', 'คุ้ม']",,0,-1
155,ชาไทยที่เป็นน้ำแข็งป่นน้ำน้อยไป ดูดแปปเดียวหมด,"['ชา', 'ไทย', 'น้ำ', 'แข็ง', 'น้ำ', 'ดูด']",,2,-1
156,โปรทำไมต้องใช้ทรูการ์ดด้วยอ่ะ,"['โปร', 'ทรูการ์ด', 'อ่ะ']",,11,-1
157,สิทธิ์เต็มตลอดดดดด 🙄,"['สิทธิ์', 'เต็ม', 'ดดดด']",,6,-1
158,ราคาแรง ชงช้าชิบหาย แถมไม่อร่อย,"['ราคา', 'แรง', 'ชง', 'หาย', 'แถม', 'อร่อย']",,11,-1
159,อีนี่ก็แอบแพงไป..แดกค่าเนตไม่พอ ยังมากดราคากาแฟอีก 😡,"['แดก', 'ค่า', 'เนต', 'กด', 'ราคา', 'กาแฟ']",,0,-1
160,ไปเรียนมาใหม่,['เรียน'],,13,-1
161,อันนี้ก็ไม่ต่างจากสตาร์บั๊ค,[],,11,-1
162,แพงไปค่ะ ที่บอกว่าแพงเพราะคุณภาพมันไม่สมราคาค่ะ,"['แพง', 'แพง', 'คุณภาพ', 'สมราคา']",,10,-1
163,ร้านนี้จะตามรอย starbuck แต่ก็อ่ะนะ,"['ร้าน', 'อ่ะ']",,6,-1
164,รสชาติงั้นๆ,"['รสชาติ', 'งั้น']",,7,-1
165,เราลูกค้าทรู แต่เราไม่เคยได้ใช้สิทธิทรู ในการซื้อทรูคอฟฟี่ เลยยยยยย,"['ลูกค้า', 'ทรู', 'สิทธิ', 'ทรู', 'ซื้อ', 'ทรูคอฟฟี่']",,11,-1
166,จริง... ไม่เคยใช้สิทธิ์ได้เลย รสชาติงั้นๆ,"['สิทธิ์', 'รสชาติ', 'งั้น']",,7,-1
167,หวานเกินไป  ไม่อร่อย  ไม่หอม,"['หวาน', 'อร่อย', 'หอม']",,2,-1
168,ราคาแรงเว่อร์ รสชาตเท่าๆร้านตลาดค่ะ,"['ราคา', 'แรง', 'รสชาต', 'ร้าน', 'ตลาด']",,11,-1
169,ไม่เคยแดก,['แดก'],,0,-1
170,แพงอิ๊บอ๊าย,['แพง'],,9,-1
171,แก้วจะเล็กไปไหน,['แก้ว'],,11,-1
172,น้ำแข็งลดๆลงบ้างนะคะทั้งเมนูแบบปั่นและแบบเย็น,"['น้ำ', 'แข็ง', 'ลด', 'เมนู', 'ปั่น', 'เย็น']",,2,-1
173,การแต่งตัวพนักงานผู้หญิงสวยมากครับ​ ไม่รู้ว่ากระโปงจะบานไปไหน,"['แต่ง', 'ตัว', 'พนักงาน', 'สวย', 'รู้']",,11,-1
174,ไม่อร่อยเลยอะ,"['อร่อย', 'อะ']",,3,-1
175,ได้โปรทีไร ไปแดรก.. อ่อๆ ผู้ใช้สิทธิ์ครบแล้วค่ะ.. สาดด,['สิทธิ์'],,6,-1
176,แก้วสวย  รู้สึกแปลกดีที่ไม่เคยเห็นสีเครื่องดื่มของร้าน,"['แก้ว', 'สวย', 'รู้สึก', 'แปลก', 'ดี', 'สี', 'เครื่อง', 'ดื่ม', 'ร้าน']",,11,-1
177,ขอความอร่อยบ้างจะได้ไหม,"['อร่อย', 'ไหม']",,3,-1
178,อร่อย แต่แพงไปมั้ย จะเอาเงินไปจ่ายค่าประมูลคลื่นหรา,"['อร่อย', 'แพง', 'เงิน', 'จ่าย', 'ค่า']",,10,-1
179,ไม่ค่อยมีคลื่น,[],,11,-1
180,ไม่รู้จะให้ปรับปรุง​อะไร เพราะไม่เคยแดก555,"['รู้', 'ปรับปรุง', 'แดก']",,11,-1
181,เคยกินครั้งนึงสมัยเปนพนง.เพราะมันลดราคาอิอิ,"['กิน', 'นึง', 'พนง', 'ลด', 'ราคา']",,11,-1
182,รสขาติแบบนี้แดกน้ำเปล่าดีกว่า,"['เปล่า', 'ดี']",,4,-1
183,แย่มาก. ถึงมากที่สุดพนักงานก็แย่. ในบ้างคน,"['แย่', 'พนักงาน', 'แย่', 'คน']",,11,-1
184,เรื่องการใช้พ้อยแลกค่ะ จะไปแลกทีไรแม่งเต็มทุกที,"['เรื่อง', 'พ้อย', 'แลก', 'แลก', 'แม่ง', 'เต็ม']",,11,-1
185,รสชาด,['รสชาด'],,5,-1
186,เพิ่มสาขาเยอะๆ,['สาขา'],,12,-1
187,Love มากกกก 1 แถม1 ทุกครั้งที่ซื้อ 😊,"['มากกกก', 'แถม', 'ซื้อ']",,11,-1
188,ร้านดูดีจนไม่กล้าเข้าค่ะ ส่วนราคาไม่กล้าซื้อค่ะ กลัวไม่คุ้ม,"['ร้าน', 'ดู', 'ดี', 'กล้า', 'ราคา', 'กล้า', 'ซื้อ', 'กลัว', 'คุ้ม']",,11,-1
189,แพงไป,['แพง'],,9,-1
190,โดยส่วนตัว ทรูที่ออฟฟิศ รสชาติดีค่ะ พนักงานน่ารัก,"['ตัว', 'ทรู', 'รสชาติ', 'ดี', 'พนักงาน']",,4,-1
191,สำหรับผม โฮจิชา ขอให้มีขายตลอดปีพอ ปลื้มมาก,"['สำหรับ', 'ผม', 'ขาย', 'ปี']",,11,-1
192,ร้านเปิดตงไหน,['ร้าน'],,6,-1
193,แพง แถมไม่ได้เรื่อง ไม่อร่อย,"['แพง', 'แถม', 'เรื่อง', 'อร่อย']",,10,-1
194,รสชาติไม่อร่อยเลยค่ะ,"['รสชาติ', 'อร่อย']",,7,-1
195,อยากลดน้ำแข็งชาไทยหน่อยค่ะ มันแน่นเกิ๊น,"['ลด', 'น้ำ', 'แข็ง', 'ชา', 'ไทย']",,2,-1
196,ไม่เคยกิน ... ผ่าน,['กิน'],,1,-1
197,เปิดสาขาเพิ่มที,['สาขา'],,12,-1
198,ไม่ต้องปรับปรุงอะไรเลยครับ มึงควรปิดกิจการไปเลย,['ปรับปรุง'],,11,-1
199,รสชาด,['รสชาด'],,5,-1
200,ปรับปรุงเรื่อง อินเตอร์เน็ต ด้วย,"['ปรับปรุง', 'เรื่อง', 'อินเตอร์เน็ต']",,11,-1
201,ไม่เคยกิน,['กิน'],,1,-1
202,ถ้ามีส่วนลด กาแฟก็โอเคอยู่นะ,"['ลด', 'กาแฟ', 'โอเค']",,0,-1
203,#ซื้อปุ๊ป #ทิ้งปั๊ป,"['ซื้อ', 'ทิ้ง']",,11,-1
204,ชาเขียวปั่นอร่อยดี,"['ชาเขียว', 'ดี']",,4,-1
205,กินกาแฟแล้วไม่ได้รู้สึกอร่อยสักครั้ง แต่ขนมอร่อยมากๆ,"['กิน', 'กาแฟ', 'รู้สึก', 'อร่อย', 'สัก', 'ขนม', 'อร่อย']",,2,-1
206,ลาเต้เย็นควรใส่นมเยอะๆนะค่ะ นี่ขมอย่ากะอเมริกาโน่,"['ลาเต้', 'เย็น', 'ใส่', 'นม', 'ขม']",,11,-1
207,ราคาแพง,"['ราคา', 'แพง']",,10,-1
208,แพงแถมไม่อร่อย,"['แพง', 'แถม', 'อร่อย']",,10,-1
209,"ชาไทยอร่อยมากค่ะ แต่ดูดแปปเดียวหมด >,<","['ชา', 'ไทย', 'อร่อย']",,2,-1
210,ราคาลดๆหน่อยก็ได้ รสชาติก็ทั่วๆไป,"['ราคา', 'ลด', 'รสชาติ']",,7,-1
211,พนักงาน,['พนักงาน'],,4,-1
212,ไม่เคยกิน,['กิน'],,1,-1
213,ซิกเนเจอร์ อร่อย จบข่าว,"['ซิกเนเจอร์', 'อร่อย', 'จบ']",,2,-1
214,ชอบกาแฟทรูมากกกก แต่สิทธิ์ก็หมดเร็วมากเช่นกัน,"['ชอบ', 'กาแฟ', 'ทรู', 'มากกกก', 'สิทธิ์']",,11,-1
215,เลิกใช้กาแฟเพื่อน มาใช้กาแฟคุณภาพได้แล้วครับ,"['เลิก', 'กาแฟ', 'กาแฟ', 'คุณภาพ']",,0,-1
216,ปรับปรุงเรื่องราคา กับ ฝีมือการชงของ พนง. ค่ะ 😂,"['ปรับปรุง', 'เรื่อง', 'ราคา', 'ฝีมือ', 'ชง', 'พนง']",,11,-1
217,รสชาติกาแฟแก้วละ99คือน้ำล้างเท้าดีๆนี่เอง,"['รสชาติ', 'กา', 'แฟ', 'แก้ว', 'น้ำ', 'ล้าง', 'ดี']",,2,-1
218,รรสชาติโอเคแต่มันดูไม่สมราคาเท่าไหร่,"['โอเค', 'ดู', 'สม', 'ราคา', 'ไหร่']",,11,-1
219,อร่อยแล้วไมาต้องปร้บ,['อร่อย'],,3,-1
220,น้ำแข็งที่ใส่ นึกว่าสั่งชาเย็นพิเศษน้ำแข็ง เยอะกว่าน้ำที้างอีก,"['น้ำ', 'แข็ง', 'ใส่', 'นึก', 'สั่ง', 'ชา', 'เย็น', 'พิเศษ', 'น้ำ', 'แข็ง', 'น้ำ']",,2,-1
221,ไม่เคยกิน นึกว่าขายโทรศัพท์,"['กิน', 'นึก', 'ขาย', 'โทรศัพท์']",,11,-1
222,แพง ไม่อร่อย,"['แพง', 'อร่อย']",,10,-1
223,แพงสุด ยิ่งกว่าตาบั๊กอีก,['แพง'],,9,-1
224,รสชาติ น้ำแข็งจะอัดเยอะไปไหน,"['รสชาติ', 'น้ำ', 'แข็ง', 'อัด']",,2,-1
225,กาแฟ รสชาติดี    พนักงาน หน้าตายิ้มแย้ม,"['กาแฟ', 'รสชาติ', 'ดี', 'พนักงาน', 'หน้าตา']",,4,-1
226,แพงเกิ้นนน,[],,11,-1
227,เหมือนน้ำล้างแก้วกาแฟ จืดจางเบาบางมาก,"['เหมือน', 'น้ำ', 'ล้าง', 'แก้ว', 'กาแฟ', 'จืด', 'จาง']",,2,-1
228,รสชาติห่วยขั้นเทพ แพงมากไม่สมราคา,"['รสชาติ', 'ห่วย', 'แพง', 'สมราคา']",,10,-1
229,เรื่องกาแฟ,"['เรื่อง', 'กาแฟ']",,0,-1
230,ไล่ลูกค้านั่งติวนาน(สาด) ที่พาราก้อน,"['ลูกค้า', 'นั่ง']",,11,-1
231,ไม่กล้าเข้า เราใช้ AIS. 😂,['กล้า'],,11,-1
232,สิทธิ์เต็มเก่งงงงง ไปแลกที่ไรบอกเต็มทุกที,"['สิทธิ์', 'เต็ม', 'งง', 'งง', 'แลก', 'เต็ม']",,6,-1
233,รสชาติไม่ได้เข้ากับบรรยากาศร้านเลย,"['รสชาติ', 'บรรยากาศ', 'ร้าน']",,6,-1
234,ปรับปรุงรสชาติค่ะ,"['ปรับปรุง', 'รสชาติ']",,7,-1
235,เหลือแก้วละ50-60จะเป็นช้อยแรกเลยตัด starbuck ทิ้งไป,"['ตัด', 'ทิ้ง']",,11,-1
236,ยังไม่เคยกิน,['กิน'],,1,-1
237,อร่อยคะ แต่แพงไปนิดนึงๆ คคหสต.,"['อร่อย', 'แพง']",,10,-1
238,สาขาที่ไปประจำอยู่ดีๆควบกับร้านอาหารจ้า จบเลย,"['สาขา', 'ประจำ', 'ดี', 'ร้าน', 'จบ']",,6,-1
239,ไม่ต้องปรับปรุงกาแฟหรอก มาดูเน็ตบ้านกูก่อน เร็ว,"['ปรับปรุง', 'กาแฟ', 'หรอก', 'ดู', 'เน็ต', 'บ้าน']",,11,-1
240,เมื่อไหร่จะมี​  dtaccoffee  aiscoffee,['ไหร่'],,11,-1
241,มอคค่าเย็นใสมากเหมือนน้ำล้างแก้ว แถมสิทเต็มเร็วมาก,"['เหมือน', 'น้ำ', 'ล้าง', 'แก้ว', 'แถม']",,2,-1
242,คนเยอะ,['คน'],,11,-1
243,ปรับปรุงเน็ตหน่อยคะช่วงนี้ห่วยมาก โหลดไรไม่ค่อยขึ้นเลย,"['ปรับปรุง', 'เน็ต', 'ห่วย']",,8,-1
244,ไม่ได้กินเงินกูหรอกกูกินกาแฟถุงกระดาษ,"['กิน', 'เงิน', 'หรอก', 'กาแฟ', 'ถุง']",,11,-1
245,ไม่เน้นน้ำเน้นเบเกอรี่ เบเกอรี่อร่อย,['อร่อย'],,3,-1
246,แจกโปรเยอะๆนะคะสำหรับลูกค้าทรูเรดการ์ด,"['โปร', 'สำหรับ', 'ลูกค้า']",,11,-1
247,ขอกาแฟสดเถอะขอร้องง,"['กาแฟ', 'สด']",,0,-1
248,สิทธิ์ true pointเต็มตลอด เค้าเริ่มนับ1กันตอนไหรหรอคะ,"['สิทธิ์', 'เต็ม', 'เค้า', 'ตอน', 'หรอ']",,6,-1
249,กลิ่นดี แต่จืดไปหน่อย,"['กลิ่น', 'ดี', 'จืด']",,4,-1
250,ราคาสูงไปค่ะ,['ราคา'],,5,-1
251,มีบัตรแบล็คการ์ดก็เหมือนไม่มี,"['บัตร', 'แบล็คการ์ด', 'เหมือน']",,11,-1
252,ไม่เคยกิน ให้ปรับปรุงสัญญาณมากกว่า มันขาดๆหายๆ,"['กิน', 'ปรับปรุง', 'สัญญาณ', 'หาย']",,11,-1
253,แพงและไม่อร่อย,"['แพง', 'อร่อย']",,10,-1
254,มึงจะแพงไปไหน,['แพง'],,9,-1
255,wifi บ้าน กากมาก หมุนติ้วๆๆ,"['บ้าน', 'กาก', 'หมุน']",,11,-1
256,เน็ตบ้านเต่ามาก ฝากบอกที,"['เน็ต', 'ฝาก']",,8,-1
257,รสชาดห่วยสุดในสามโลก,['รส'],,11,-1
258,รสชาติกาแฟคะ,"['รสชาติ', 'กา', 'แฟ']",,7,-1
259,แพง น้อย ไม่อร่อย กาแฟไม่หอม,"['แพง', 'อร่อย', 'กาแฟ', 'หอม']",,10,-1
260,มิงชอบส่งโปร มาแล้วบอกว่าเต็ม,"['โปร', 'เต็ม']",,6,-1
261,นี่กาแฟหรือน้ำเปล่า?..🤔,"['กาแฟ', 'น้ำ', 'เปล่า']",,0,-1
262,ความรู้สึก. มันแพงเกินรสชาติที่ได้อ่า.,"['รู้สึก', 'แพง', 'รสชาติ', 'อ่า']",,7,-1
263,ครั้งเดียวก็เกินจะพอ,[],,11,-1
264,อันนี้มาแนวเดียวกะแมคคาเฟ่,[],,11,-1
265,รสชาดไม่น่าเปิดร้านได้555,"['รสชาด', 'ร้าน']",,6,-1
266,ราคาแพงไปค่ะ,"['ราคา', 'แพง']",,10,-1
267,แพงชิบหาย,['แพง'],,9,-1
268,วิปปิ้งครีมอร่อยมาก นี้ยอมขับจากบ้าน30นาทีไปซื้อกิน,"['ครีม', 'อร่อย', 'บ้าน', 'ซื้อ', 'กิน']",,11,-1
269,ไม่ค่อยได้กิน แถวนี้มาสาขาเดียวและไกล ไปทีไรคนเยอะ🤣,"['กิน', 'แถว', 'สาขา', 'คน']",,11,-1
270,เน็ตช้ามาก ปรับปรุงด่วน,"['เน็ต', 'ปรับปรุง']",,8,-1
271,กาแฟที่สาขาสยามดิส ผ่าน,['กาแฟ'],,0,-1
272,ความอร่อยยังไม่สมกับราคา 😇,"['อร่อย', 'สม', 'ราคา']",,11,-1
273,เหนื่อยกาแฟ รสชาติ เหมือนของเหลือ,"['กาแฟ', 'รสชาติ', 'เหมือน']",,0,-1
274,ไม่ได้เรื่อง,['เรื่อง'],,11,-1
275,จืดมาก ขอเข้มๆ ราคาลดลงหน่อยคะ,"['จืด', 'ราคา', 'ลด']",,5,-1
276,ไม่เคยกิน,['กิน'],,1,-1
277,ชามะนาว ชาเฝื่อนมากเลยงะ,['ชา'],,2,-1
278,จืดอ่า ทรูเนตกากประหยัดกาแฟ คอนเซป,"['จืด', 'อ่า', 'กาก', 'กาแฟ']",,0,-1
279,แพงมาก รสชาดก็งั้นๆ,"['แพง', 'รสชาด', 'งั้น']",,10,-1
280,น้ำเปล่าแพงเกิ๊น แง๊นนน,['แพง'],,9,-1
281,กินได้แค่วันที่1,['กิน'],,1,-1
282,ร้านนี้เห้สุด,['ร้าน'],,6,-1
283,เอาชัดๆนะครับ กินแล้วไม่กินซ้ำ ราคาไม่เกี่ยวรสชาติล้วนๆ,"['ชัด', 'กิน', 'กิน', 'ราคา']",,1,-1
284,รสชาติโอเคแต่บางทีราคามันก็แรงไปบ้าง,"['รสชาติ', 'โอเค', 'ราคา', 'แรง']",,7,-1
285,กาแฟไม่ได้เรื่องเลย,"['กาแฟ', 'เรื่อง']",,0,-1
286,เน็ตช้ามากพูดเลย ช้ามากกกกกกกก,['เน็ต'],,8,-1
