,comment,tokenized_comment,label,predicted_label,marks
39,สาขามหาชัย(คลองครุ) พนง.แคชเชียร์ชอบคุยกันข้ามหัวลูกค้า แถมคิดเงินผิดโดยการยิงสินค้าซ้ำกัน 2 ครั้ง ดีนะที่เช็คบิลล์ใบเสร็จก่อนเดินออกจากห้าง นี้เลยรีบไปที่จุดบริการเพื่อทำการรีฟันเงินคืน และต่อว่าพนง.แคชเชียร์หน่อยนึง (ปล. คิดเงินเกินกับสาขานี้มา 3 ครั้งแล้ว ) 👎👎👎,"['ชอบ', 'คุย', 'ข้าม', 'หัว', 'ลูกค้า', 'แถม', 'เงิน', 'ยิง', 'สินค้า', 'ดี', 'เช็ค', 'ใบ', 'เดิน', 'ห้าง', 'รีบ', 'จุด', 'บริการ', 'ทำ', 'รี', 'ฟัน', 'เงิน', 'คืน', 'นึง', 'ปล', 'เงิน', 'สาขา']",,12,1
40,โลตัสเอ็กเพรส พนักงานหน้าหงิกมากค่ะ ถามอะไรก็ไม่รู้เรื่อง เลยไม่ค่อยเข้า ล่าสุดเรื่องอีแสตมป์ คุยไปคุยมายังไม่ทันรู้เรื่องเดินหนีจ้าคือไรลูกค้าก็ไม่มี นี่ถ้าไม่อยากไปร่มลายลิลัคคุมะนะ อย่างหวังว่าจะเข้า555,"['โลตัส', 'เอ็กเพรส', 'พนักงาน', 'หน้า', 'หงิก', 'ถาม', 'รู้', 'เรื่อง', 'เรื่อง', 'คุย', 'คุย', 'รู้', 'เรื่อง', 'เดิน', 'ลูกค้า', 'ร่ม', 'หวัง']",,10,-1
41,90% เปอร์เซ็นต์ของคอมเม้นต์นี่ เกี่ยวกับพนักงานล้วนๆ 555รวมทั้งของนี่ด้วย,['พนักงาน'],,6,1
42,พนักงานทั้งเอ็กซ์เพรสและสาขาใหญ่ บริษัทควรอบรมเรื่องเซอร์วิสมายด์ทุกๆสัปดาห์,"['พนักงาน', 'เอ็กซ์เพรส', 'สาขา', 'อบรม', 'เรื่อง', 'เซอร์วิสมายด์']",,9,1
43,สาขาพัทลุง เหม็นคาวมากกกกกกกกก แถมแผนกของกินของสดแม่งไปไหนหมด มีแต่เสื้อผ้าละ,"['สาขา', 'เหม็น', 'แถม', 'แผนก', 'กิน', 'สด', 'แม่ง', 'เสื้อผ้า']",,0,-1
44,โลตัสเล็ก  ฝากอบรม พนักงานด้วยน่ะครับ มาซื้อของไม่ได้มาขอ แล้วฝากไปถึงรถของ Linfox ที่มาส่งของช่วยทำนิสัยดีๆหน่อยน่ะครับ บางคันนี้กร่างมาก รถซื้อของในร้านมันอยู่ มาถึงตะโกนให้ขยับรถ กำลังคิดตังค์อยู่ ออกมาทำหน้ากระฟัดกระเฟียดอีก  เอ้อ..โลตัสเล็กแถวผมที่เจ๊งไปก็เพราะพนักงานทำหน้าไม่เเขกนี้เเหละ,"['โลตัส', 'พนักงาน', 'ซื้อ', 'ฝาก', 'รถ', 'ทำ', 'นิสัย', 'ดี', 'คัน', 'รถ', 'ซื้อ', 'ร้าน', 'ตะโกน', 'รถ', 'ตังค์', 'ทำ', 'หน้า', 'แถว', 'ผม', 'พนักงาน', 'ทำ', 'หน้า', 'เเขก']",,10,1
45,มารยาท คำพูดคำจา ไม่ต้องเพราะหรอกคะแค่ไม่ตะคอก ไม่ชักสีหน้าใสเวลาถามสินค้าอยู่ตรงไหนเวลาไม่เจอ. ...ตอนนี้ก็เลือกที่จะไม่ไปใช้บริการแล้ว มีcentral มาเปิดใกล้บ้าน สบายใจ,"['มารยาท', 'หรอก', 'ตะคอก', 'ชัก', 'สีหน้า', 'เวลา', 'ถาม', 'สินค้า', 'เวลา', 'เจอ', 'ตอน', 'เลือก', 'บริการ', 'บ้าน']",,0,-1
46,ช่องจ่ายเงินด่วนสินค้าม่เกิน10ชิ้น คือ อย่ามีเรย เห็นเข็นมาจ่ายเต็มรถเข็นตลอด พนักงานท้วงติงสักนิด ก้อไม่มีห่วยมาก รอคิวเป็นชาติ ช่องเยอะแยะเปิด แค่3 ช่องกุจะบ้า,"['ช่อง', 'จ่าย', 'เงิน', 'ด่วน', 'สินค้า', 'ชิ้น', 'อย่า', 'เข็น', 'จ่าย', 'เต็ม', 'รถ', 'เข็น', 'พนักงาน', 'สัก', 'ก้อ', 'ห่วย', 'รอ', 'คิว', 'ชาติ', 'ช่อง', 'ช่อง', 'กุ', 'บ้า']",,2,1
47,พนักงานชอบเหวี่ยง กระชากเงินจากมือ ยื่นเงินทอนให้แบบไม่เต็มใจ โดยเฉพาะพนักงานพาร์ทไทม์,"['พนักงาน', 'เงิน', 'มือ', 'เต็มใจ', 'พนักงาน']",,6,1
48,หน้าตาไม่รับแขกของพนักงานและห้องน้ำไม่สอาด ไปสาขาไหนก็เหมือนกันก๊อบปี่กันมาเลย,"['หน้าตา', 'แขก', 'พนักงาน', 'ห้องน้ำ', 'สาขา', 'เหมือน']",,4,1
49,พวกสาขาเอ็กเพรสนี่พนักงานไม่ค่อยอยู่เคาน์เตอร์อ่ะ  จะจ่ายตังค์ต้องเดินหา ไปวิงวอนขอให้มาคิดเงินกูเนี่ย,"['สาขา', 'เอ็กเพรส', 'พนักงาน', 'เคาน์เตอร์', 'อ่ะ', 'จ่าย', 'ตังค์', 'เดิน', 'หา']",,3,1
50,ถุงใส่สินค้าบางมากควรปรับปรุงได้แล้วนะค่ะทั้งExpressและสาขาใหญ่ทั้งหมด,"['ถุง', 'ใส่', 'สินค้า', 'ปรับปรุง', 'สาขา']",,10,-1
51,ป้ายราคาบอกราคาหนึ่งไปจ่ายอีกราคาหนึ่ง เช่นบอกซื้อ1แถม1ไปเคารเตอรเช็ราคาพนักงานก้ายิ้มเหมือนจะด่าต้นตระกูล เคารเตอรมีเป็นสิบแต่เปิดไม่3รออออจนนน.ลดไปตั้งขีดหนึ่ง#โลตัสสตูล,"['ป้าย', 'ราคา', 'ราคา', 'จ่าย', 'ราคา', 'ซื้อ', 'แถม', 'พนักงาน', 'เหมือน', 'ด่า', 'สิบ', 'รอ', 'ลด']",,1,1
52,โลตัส Express แทบทุกสาขา.....แคชเชียร์ไม่ค่อยมีคนยืนที่เคาเตอร์ มัวแต่ไปจัดของ  เวลาซื้อของต้องรอ พนง.จัดสต๊อกให้เสร็จก่อนอ่ะค่ะทำไมผู้จัดการไม่แบ่งงานกันดีๆคะคือรอนาน แถวยาวว ไม่เหมือนเซเว่น มี พนง ยืนเคาเตอร์ตลอด,"['โลตัส', 'แทบ', 'สาขา', 'แคชเชียร์', 'คน', 'ยืน', 'เคาเตอร์', 'มัว', 'เวลา', 'ซื้อ', 'รอ', 'พนง', 'อ่ะ', 'งาน', 'ดี', 'รอ', 'แถว', 'เหมือน', 'เซเว่น', 'พนง', 'ยืน', 'เคาเตอร์']",,5,1
53,ปรับปรุงมารยาทพนักงานสิ   รวมๆแล้ว   ก็มารยาท   นึกว่าทำงานห้าง   แล้วไง  สูงส่งเหรอ    บางคนนะ,"['ปรับปรุง', 'มารยาท', 'พนักงาน', 'สิ', 'มารยาท', 'นึก', 'ทำ', 'งาน', 'ห้าง', 'เหรอ', 'คน']",,6,1
54,ใช่งานเยอะมากกะนึง2คน งานเป็น100อย่าง พอลูกค้าเยอะ งานอื่นก็ไม่ได้ทำ กะที่ต่อกะก็หาว่าไม่ทำอะไรอีก เหนื่อยใจกับการบริหารงาน โลตัสเอ็กเพรส ค่าจ้างวันละ300 เเต่ทำงานยังกะค่าจ้างวัน1000เกลียดสุดกะไอตอนที่ มีช่างมาซ่อมอะไรนิดอะไรหน่อย ต้องเเจ้งต้องรายงาน เห้อ ปล่อยๆบ้าก็ได้ เอกสารก็มีกำกับกล้องก็มี,"['งาน', 'กะ', 'นึง', 'คน', 'งาน', 'ลูกค้า', 'งาน', 'ทำ', 'กะ', 'กะ', 'หา', 'ทำ', 'งาน', 'โลตัส', 'เอ็กเพรส', 'ค่า', 'จ้าง', 'เเต่', 'ทำ', 'งาน', 'กะ', 'ค่า', 'จ้าง', 'เกลียด', 'ตอน', 'ซ่อม', 'รายงาน', 'ปล่อย', 'บ้า', 'กำกับ', 'กล้อง']",,7,-1
55,พนักงาน เหมือนไม่อยากทำงาน หน้างิกกน้างอไม่รับลูกค้า ถามอะไรก้อไม่รู้เรื่อง,"['พนักงาน', 'เหมือน', 'ทำ', 'งาน', 'หน้า', 'ลูกค้า', 'ถาม', 'ก้อ', 'รู้', 'เรื่อง']",,7,1
56,ของมึงไม่ต้องถูกมากก็ได้ เน้นคุณภาพบ้าง ไส้กรอกเน่า แต่ยังไม่หมดอายุงี้อ่ะ (สาขาฟอร์จูน) ขนมปังขึ้นราแล้วยังวางขายอีก (สาขาลาดพร้าว) กีวี่หนอนเข้า กะหล่ำปลีเน่าใน ผักบุ้งเน่าแทรกในมัด (สาขาอ่อนนุช),"['คุณภาพ', 'เน่า', 'อายุ', 'งี้', 'อ่ะ', 'สาขา', 'วาง', 'ขาย', 'สาขา', 'เน่า', 'เน่า']",,4,1
57,1. งงใบเสร็จครับ อะไรแถม อะไรลด2. ถุงบางไป3. โปรโมชั่นส่วนลดท้ายบิลซับซ้อน ลูกค้าต้องแตกบิล เสียเวลารอคิวจ่ายเงินนาน4. อยากให้ตีเส้นเหลืองหน้าทางเข้า-ออก สาขาพงษ์เพชร เพราะรถชอบจอดขวาง5. ปรับทางเดินรถ จอดยากมากครับ สาขาบางซื่อ,"['งง', 'ใบ', 'แถม', 'ลด', 'ถุง', 'โปรโมชั่น', 'ลดท้าย', 'ลูกค้า', 'เวลา', 'รอ', 'คิว', 'จ่าย', 'เงิน', 'เหลือง', 'หน้า', 'รถ', 'ชอบ', 'จอด', 'เดิน', 'รถ', 'จอด', 'สาขา', 'ซื่อ']",,13,1
58,สาขาเล็กแถวหลังตลาดบางใหญ่ พนักงานคิดเงินกะกลางคืน ยังกะเมายามาคิดเงิน คำพูดก็กวนตีนลูกค้า,"['สาขา', 'แถว', 'ตลาด', 'พนักงาน', 'เงิน', 'กะ', 'คืน', 'ยา', 'เงิน', 'กวน', 'ตีน', 'ลูกค้า']",,3,1
59,สาขขาประตูน้ำขอนแก่นกับสาขาเสริมไทยคอมเพล็กซ์ อยากให้เลิกคิดเงินเกิน...ตั้งแต่เด็กจนโตอุ๊บอิ๊บตลอด รอบไหนซื้อของเยอะหน่อยแม่งเอาละ แปรงสีฟันเกินซื้อ2ชิ้นในบิลคิดราคา3ชิ้น ไปขอเงินคืนแม่งหน้าเป็นตูดอีก ก็มึงผิดอีดอก มีอีกหลายอย่างที่เกิน เรื่องต่อมาลดราคา ถ้ามันหมดเขตลดแล้วเอาป้ายออกเก็บของเข้าที่ด้วยสัส เดี๋ยวนี้จะหยิบของต้องดูว่าที่มันลดเนี่ยมันหมดเขตรึยัง อันนี้โดนกันเยอะ...สวัสดี...,"['ประตู', 'น้ำ', 'สาขา', 'เลิก', 'เงิน', 'เด็ก', 'รอบ', 'ซื้อ', 'แม่ง', 'สี', 'ฟัน', 'ซื้อ', 'ชิ้น', 'ราคา', 'ชิ้น', 'เงิน', 'คืน', 'ตูด', 'อีดอก', 'เรื่อง', 'ลด', 'ราคา', 'เขต', 'ลด', 'ป้าย', 'หยิบ', 'ดู', 'ลด', 'เขต', 'โดน', 'สวัสดี']",,14,0
60,ของป้ายเหลืองพวกผัก เน่าจนไม่รู้จะเน่ายังไง คือทิ้งๆไปก็ได้มั่ง,"['ป้ายเหลือง', 'ผัก', 'เน่า', 'รู้', 'เน่า', 'ทิ้ง']",,0,-1
61,พนักงานพวกหัวหน้าทำตัวเหมือนอวตาลกับชาติมาเกิด😀😀😀เทวดานางฟ้า มาจุติ,"['พนักงาน', 'หัวหน้า', 'ทำ', 'ตัว', 'เหมือน', 'ชาติ']",,7,1
62,พนักงานหน้างอนึกเป็นที่เราอยู่ที่เดียว นี่เป็นทุกสาขาเลยเหรอ 555,"['พนักงาน', 'สาขา', 'เหรอ']",,4,1
63,กลิ่นของห้างค่ะ. ที่สาสขาบางซื่อ. คือ. มันทั้งอาหาร. ความชื้น. ฝุ่น.  แอร์สกปรกๆๆรวมกัน.,"['กลิ่น', 'ห้าง', 'ซื่อ', 'อาหาร', 'ฝุ่น']",,15,1
64,รถเข็นช่วงเติมสินค้า ไม่คิดจะหลบลูกค้าบางเลย ขนาดขอทางหน่อย หันมามองที่ สะพรึงมากกกก กลัว...เลยไม่ซื้อเลย,"['รถ', 'เข็น', 'เติม', 'สินค้า', 'หลบ', 'ลูกค้า', 'ขนาด', 'หัน', 'กกก', 'กลัว', 'ซื้อ']",,13,-1
65,พนักงานอย่างเดียวเลย ไปขอใบกำกับภาษี ทำหน้าแบบผัวไม่เยมสชาติกว่า พูดก็ไม่ดี อยากเอายางไปดีดหีเรียงตัว มึงทำงานบริการ มึงมีสิทธิ์อะไรมางี่เง่าใส่ลูกค้าอ่ะ บ้าบอมาก,"['พนักงาน', 'ใบ', 'กำกับ', 'ภาษี', 'ทำ', 'หน้า', 'ผัว', 'ดี', 'ยาง', 'หี', 'เรียง', 'ตัว', 'ทำ', 'งาน', 'บริการ', 'งี่', 'เง่า', 'ใส่', 'ลูกค้า', 'อ่ะ']",,7,1
66,เกือบทุกสาขา เวลามีโปรโมชั่นอะไร ไม่รู้ มาถามลูกค้า ว่าลดมั้ย ลดด้วยเหรอ เอิ่ม... แล้วตูจะรู้มั้ยอ่ะ บางทีก็งงๆ กะพนักงาน,"['สาขา', 'เวลา', 'โปรโมชั่น', 'รู้', 'ถาม', 'ลูกค้า', 'ลด', 'ลด', 'เหรอ', 'รู้', 'อ่ะ', 'งง', 'กะ', 'พนักงาน']",,14,-1
67,โลตัสเอ็กเพรสแย่หน้ายังกะผัวทิ้ง. น่าจับอบรมให้ดีกว่านี้,"['โลตัส', 'เอ็กเพรส', 'แย่', 'หน้า', 'กะ', 'ผัว', 'ทิ้ง', 'อบรม', 'ดี']",,11,-1
68,ช่องจ่ายเยอะ เยอะเกินพนง.ใช่ไหม ไม่ระบุสาขานะ เกือบทุกที่ที่ไปมาเลยค่ะ,"['ช่อง', 'จ่าย', 'พนง', 'ไหม', 'ระบุ', 'สาขา']",,2,1
69,หมูสับในโลตัสเอ็กเพรสบางไปค่ะ บดซะแห้งเกิน ผักช้ำๆ บางอันก็เสียแล้วจริงๆ ทิ้งเถอะค่ะ อย่าป้ายเหลืองเลย,"['หมู', 'โลตัส', 'บด', 'ผัก', 'ช้ำ', 'ทิ้ง', 'อย่า', 'ป้ายเหลือง']",,11,-1
70,โลตัสเอ็กเพลส ไม่สามารถจ่ายบิลค่าไฟได้พร้อมกันได้จ้า ต้องแยกจ่าย,"['โลตัส', 'เอ็กเพลส', 'จ่าย', 'บิล', 'ค่า']",,11,-1
71,หน้าหงิกเป็นตูด ยืนรอจ่ายตังนานมากก น้ำยาล้างห้องน้ำมึงจะใส่รวมกับไก่สดไม่ได้ พอบอกก็ทำหน้าไม่พอใจอีผี ถุงพลาสติกจะบางไปไหน,"['หน้า', 'หงิก', 'ตูด', 'ยืน', 'รอ', 'จ่าย', 'กก', 'น้ำยา', 'ล้าง', 'ห้องน้ำ', 'ใส่', 'ไก่', 'สด', 'ทำ', 'หน้า', 'พอใจ', 'ถุง', 'พลาสติก']",,10,-1
72,เลิกเข้าโลตัสนานละเกลียดช่องจ่ายเงิน 20 /30ช่องเปิดจริงสลับฟันปลา แค่4ช่อง ทางด่วน4รูมีพนักงานอยู่แค่ 2 และต้องเป็นพนักงานชุดม.ปลาย อีเควี้ยกดผิดกดถูก คิดขาดคิดเกินเบื่อ!!!,"['เลิก', 'โลตัส', 'จ่าย', 'เงิน', 'ช่อง', 'สลับ', 'ฟัน', 'ปลา', 'ช่อง', 'พนักงาน', 'พนักงาน', 'กด', 'กด', 'เบื่อ']",,2,1
73,ราคาที่ชั้นวางสินค้า กับราคาตอนคิดเงินที่แคชเชียร์ไม่ตรงกันเจอบ่อยม๊ากกกกกกก....,"['ราคา', 'ชั้น', 'วาง', 'สินค้า', 'ราคา', 'ตอน', 'เงิน', 'แคชเชียร์']",,1,1
74,สันดานพนักงาน โดยเฉพาะ express ควรปรับปรุงอย่างรุนแรง ขอโทษนะลูกค้าไม่ได้ไปแบมือขอฟรี,"['พนักงาน', 'ปรับปรุง', 'ขอโทษ', 'ลูกค้า', 'มือ']",,10,-1
75,เวลาผมซื้อเนื้อสัตว์ช่วยเอาที่คีบหรือช้อนหรืออะไรก็ได้มาวางให้ทีอย่าให้กุต้องใช้มือเปล่าๆจับอีกอย่างจะเก็บช้อนกะที่คีบเร็วไปไหนเพิ่งจะ6โมงเย็นเห็นเอาไปล้างแล้ว,"['เวลา', 'ผม', 'ซื้อ', 'สัตว์', 'วาง', 'อย่า', 'มือ', 'กะ', 'เย็น', 'ล้าง']",,0,-1
76,พนักงานสาขาย่อย เขาเรียกเอกซ์เพรสปะ หน้าบูดกวนตีน ถามอะไรไม่ตอบ เป็นหบายสาขาเลย เคยยืนรอให้มันคิดตังให้ ต้องเรียกอะ ขนาดวางของที่เค้าเตอร์แล้ว มัวยืนคุยกับเพื่อน ทั้งๆที่มันก็เห็น,"['พนักงาน', 'หน้า', 'บูด', 'ถาม', 'ตอบ', 'สาขา', 'ยืน', 'รอ', 'ตัง', 'อะ', 'ขนาด', 'วาง', 'เค้าเตอร์', 'มัว', 'ยืน', 'คุย', 'เพื่อน']",,3,-1
77,พนักงานหน้าเคาเตแจุดบริการลูกค้า​ หน้าตาเมิงไม่พร้อมบริการลูกค้าเลย​ ปากพูดค่ะๆๆๆ​ แต่หน้ามึงพร้อมฆ่ามากกก​ กุไม่ใช่ขอทานนะกุเอาตังมาให้บริษัทมึง​ แล้วอาทิตนึงกุไปโลตัสไม่ต่ำกว่า3วัน​ ให้กุหลับตาเดินยังได้​ แต่เจอหน้าพนักงานแล่วบั่บ... เสียอารม,"['พนักงาน', 'หน้า', 'บริการ', 'ลูกค้า', 'หน้าตา', 'บริการ', 'ลูกค้า', 'ปาก', 'หน้า', 'กก', 'กุ', 'โลตัส', 'ต่ำ', 'ตา', 'เดิน', 'เจอ', 'หน้า', 'พนักงาน']",,3,1
78,โลตัส บางกะปิ วันเสาร์อาทิตย์ช่วงที่ลูกค้าเยอะกรุณาช่วยเปิดเคาร์เตอร์ชำระเงินให้เพียงพอกับลูกค้าหน่อย อย่างเคาร์หนึ่งที่ชำระเงินแต่สินค้าไม่เกิน 10ชิ้นมีสามเคาร์เตอร์เปิดแม่งเคาร์เตอร์เดียว ฟรือมีทั้งหมด20เคาร์เตอร์เปิดไม่ถึง10เคาร์เตอร์ พนักงานแคชเชียร์กรุณาช่วยถามบัตรสมาชิกด้วยซื้อของหมดเป็นพันแต่ไม่ตามเลยว่ามีบัตรหรือป่าว สีฟน้าท่าทางก็ต้องเต็มใจบริการด้วยนะ,"['โลตัส', 'กะปิ', 'เสาร์', 'อาทิตย์', 'ลูกค้า', 'กรุณา', 'ชำระ', 'เงิน', 'ลูกค้า', 'ชำระ', 'เงิน', 'สินค้า', 'ชิ้น', 'สาม', 'พนักงาน', 'แคชเชียร์', 'กรุณา', 'ถาม', 'บัตร', 'สมาชิก', 'ซื้อ', 'พัน', 'บัตร', 'ป่าว', 'เต็มใจ', 'บริการ']",,7,1
79,คูปองกระดาษ ห้าบาทสิบบาท เมมเบอร์ไม่ได้ช่วยอะไร ว่างๆ รบกวนไปดูงานจากท้อปส์บ้างนะ การเป็นเมมเบอร์ คือเป็นเมมเบอร์จริงๆ โลตัสนี่แบบ 😒 คูปองกระดาษส่งทางไปรษณีย์ แล้วจะมีการ์ดไว้ทำอัลไล 😩😩😩😩 มีค่าแค่สแกนก่อนจ่ายตัง โอ้ววววว จ้อด 4.0,"['คู', 'ปอง', 'กระดาษ', 'ห้า', 'บาท', 'สิบ', 'บาท', 'ว่าง', 'รบกวน', 'ดู', 'งาน', 'โลตัส', 'คูปอง', 'กระดาษ', 'ไปรษณีย์', 'การ์ด', 'ทำ', 'ค่า', 'จ่าย', 'ตัง']",,0,-1
80,ของดีค่ะ แต่คิวซื้อของยาวมากแม้พนักงานจะพยายามแล้วผิดที่ลูกค้าค่ะ จะโกยซื้อไปไหนสองสามรถเข็น,"['ดี', 'คิว', 'ซื้อ', 'พนักงาน', 'ลูกค้า', 'ซื้อ', 'รถ', 'เข็น']",,10,1
81,Lotus express  พนง.อะใครดึงหน้าได้นานสุดจะได้ขึ้นเงินเดือนถูกม้ะะะะ เหมือนไปขอฟรีเลย จ่ายตังนะคะจ่ายตัง สติ!!!👎🏽,"['พนง', 'ดึง', 'หน้า', 'เงิน', 'เดือน', 'เหมือน', 'ฟรี', 'จ่าย', 'ตัง', 'จ่าย', 'ตัง']",,12,-1
82,ถุงครับถุง อยากให้ถุงเหนียวเหนียวๆ เวลาใส่ของจะได้ไม่ขาด หลุดร่วงแตก อันนี้ทางห้างต้องแก้ไข อีกอย่างเรื่องป้าย ราคา และป้ายลดราคาเป็นป้ายเหลือง กรุณาเปลี่ยนทุกวันด้วย เวลาลูกค้าหยิบไปยิงตามเสาเพื่อเช็คราคามันไม่ตรงกัน ทำให้ลูกค้ากับแคชเชียร์ต้องมาถกเถียงกัน ลูกค้าก็อยากได้ของถูก ส่วนราคาปรับขึ้นก็ไม่เปลี่ยนป้าย อันนี้คือทางห้างต้องแก้ไขนะครับ ส่วนลูกค้าที่เข้าใช้บริการ ก็ควรจะมีจิตสำนึกของตัวเอง สินค้าที่เขาขาย เราก็อย่าอยากได้เป็นของฟรี อย่างนี้เขาเรียกว่าขโมยนะครับ รถเข็นมีแล้วต้องเอาสินค้าใส่รถเข็นก่อนพอเราชำระเงินเสร็จแล้วเราค่อยเอาใส่ถุงผ้า ที่เรานำไปร่วมรณรงค์กับโลตัส เพื่อให้ได้แต้มสะสมของคลับการ์ด ดังนั้นทางห้าง ก็ต้องแก้ไขปรับปรุง ในส่วนที่ขาดเหลือหรือขาดตกบกพร่อง ส่วนลูกค้า กล่องก็ต้องปรับปรุง เรื่องการจับจ่าย หรือการฉาบฉวยสินค้าเล็กๆน้อยๆ โดนจับมาไม่คุ้มนะครับ,"['ถุง', 'ถุง', 'ถุง', 'เหนียว', 'เหนียว', 'เวลา', 'ใส่', 'หลุด', 'แตก', 'ห้าง', 'เรื่อง', 'ป้าย', 'ราคา', 'ป้าย', 'ลด', 'ราคา', 'ป้าย', 'เหลือง', 'กรุณา', 'เวลา', 'ลูกค้า', 'หยิบ', 'ยิง', 'เช็ค', 'ราคา', 'ทำ', 'ลูกค้า', 'แคชเชียร์', 'ลูกค้า', 'ราคา', 'ป้าย', 'ห้าง', 'ลูกค้า', 'บริการ', 'ตัว', 'สินค้า', 'ขาย', 'อย่า', 'ฟรี', 'ขโมย', 'รถ', 'เข็น', 'สินค้า', 'ใส่', 'รถ', 'เข็น', 'ชำระ', 'เงิน', 'ใส่', 'ถุง', 'ผ้า', 'โลตัส', 'แต้ม', 'สะสม', 'คลับ', 'การ์ด', 'ห้าง', 'ปรับปรุง', 'ลูกค้า', 'กล่อง', 'ปรับปรุง', 'เรื่อง', 'สินค้า', 'โดน', 'คุ้ม']",,10,1
83,เลิกก๊อปปี้สินค้าแบรนด์ แล้วทำคุณภาพห่วยๆ แม่งเล่นเลย์ซะเหมือนเลย สาดดด,"['เลิก', 'สินค้า', 'ทำ', 'คุณภาพ', 'ห่วย', 'แม่ง', 'เหมือน', 'สาด', 'ดด']",,0,-1
84,พนักงานคิดเงินช้า ไม่ถามบัตรคลับการ์ดกับลูกค้า   สาขา ประชาชื่น,"['พนักงาน', 'เงิน', 'ถาม', 'บัตร', 'คลับ', 'การ์ด', 'ลูกค้า', 'สาขา']",,3,1
85,ไม่จำเป็นไม่อยากเข้า เพราะพนักงานบริการแย่ หน้าเหมือนตูด ยิ้มให้ก็ไม่ยิ้มตอบ พูดจาไม่มีหาเสียง จับกลุ่มเม้าส์ อยากทำอะไรก็ทำไม่สนใจลูกค้า เคาเตอร์มีสาม คนขายมีคนเดียว นอกนั้นยืนเป็นกำลังใจให้เพื่อนมั้ง ระบุสาขาไม่ได้เพราะเป็นทุกที่ที่ไป,"['พนักงาน', 'บริการ', 'แย่', 'หน้า', 'เหมือน', 'ตูด', 'ยิ้ม', 'ยิ้ม', 'ตอบ', 'พูดจา', 'ทำ', 'ทำ', 'สนใจ', 'ลูกค้า', 'เคาเตอร์', 'สาม', 'คน', 'ขาย', 'คน', 'ยืน', 'เพื่อน', 'มั้ง', 'ระบุ', 'สาขา']",,5,1
86,เปลี่ยนคนดูแลพื้นที่ค่ะมาใหม้ย้าอำนาจไม่ฟังคนอิ่นเอาแต่ความคิดของตัวเองเปนใหญ่ถูกผิดกุไม่สนขอแค่กุถูกคนเดวพอ,"['คน', 'พื้นที่', 'ฟัง', 'คน', 'ตัว', 'กุ', 'สน', 'คน']",,5,1
87,เปิด ยัน ปิด ต้องพร้อมบริการ ไม่ใช่อ้างพนักงานกลับไปแล้ว มารับของวันหลัง...ลูกค้ามาใช้บริการไม่ใช่ว่าจะว่างทุกวัน การแลกของสมนาคุณ พนักงานคุณต้องมีคอยบริการจนปิดห้างนะ ไม่ใช่อ้างกลับบ้านแล้ว และไม่มีใครมายืนจุดนั้นแทนได้ ลูกค้าเสียประโยชน์นะ จำไว้,"['บริการ', 'พนักงาน', 'ลูกค้า', 'บริการ', 'ว่าง', 'แลก', 'พนักงาน', 'คอย', 'บริการ', 'ห้าง', 'บ้าน', 'ยืน', 'จุด', 'แทน', 'ลูกค้า']",,7,1
88,ฝากถึง สาขาแพร่นะคะตอนเช้าๆเลิกมาทอดโดนัทด้านนอกซะทีเถอะค่ะ กลิ่นเหม็นน้ำมันทอดติดผมเผ้าเสื้อผ้า,"['ฝาก', 'สาขา', 'ตอน', 'เช้า', 'เลิก', 'กลิ่น', 'เหม็น', 'ติด', 'ผม', 'เสื้อผ้า']",,0,-1
89,กำลังอยู่โลตัส เลยแค่เดินเข้าไปได้กลิ่นของสดเหม็นคลุ้งไปทั่ว,"['โลตัส', 'เดิน', 'กลิ่น', 'สด', 'เหม็น', 'คลุ้ง']",,15,1
90,สาขาพระราม 4  และสาขาอื่นๆ เหมือนเป็นโลโก้ของโลตัส คือ พนักงาน จะไม่แคร์โลกใดๆ ไม่ค่อยเต็มใจรับลูกค้าค่ะ และถุงบาง ถุงขาด เป็นเรื่องปกติ แผนกอาหารสด ได้กลิ่น,"['สาขาพระราม', 'สาขา', 'เหมือน', 'โลตัส', 'พนักงาน', 'โลก', 'ใด', 'เต็มใจ', 'ลูกค้า', 'ถุง', 'ถุง', 'เรื่อง', 'ปกติ', 'แผนก', 'อาหาร', 'สด', 'กลิ่น']",,15,1
91,มารยาทพนักงานควรดีกว่านี้🤔เดินผ่านทุกคนมองอย่างกะจะกินหัว ยิ้มสักหน่อยก็ได้มั้งเหอะพ่อคุณแม่คุณ,"['มารยาท', 'พนักงาน', 'ดี', 'เดิน', 'คน', 'กิน', 'หัว', 'ยิ้ม', 'สัก', 'มั้ง', 'เหอะ', 'แม่']",,5,1
